Timestep (s),Sum Voltage (V),Carry Out Voltage (V),Sum Error Rate (Dimless),Carry Out Error Rate (Dimless),Energy Dissipation (J)
0,2.4900138749752943,2.499238919794468,0.00034401035775966093,1.0,2.8743852627762494e-19
100,2.480142908246241,2.4984785177623445,0.0005675365961461676,1.0,5.670703831074238e-19
200,2.470385834859058,2.497718797970738,0.0009143561229149055,1.0,8.392601194220188e-19
300,2.460741395826119,2.496959764497664,0.0014396740573699995,1.0,1.104356564080716e-18
400,2.451208351278074,2.4962014214219304,0.002216978037591133,1.0,1.3626924260407633e-18
500,2.441785480048195,2.4954437728133922,0.0033413452975150637,1.0,1.6145857383413741e-18
600,2.432471579272494,2.4946868227235774,0.004932327497548239,1.0,1.8603395327458465e-18
700,2.423265464001817,2.4939305751766585,0.007135995688443586,1.0,2.1002424916458134e-18
800,2.4141659668261863,2.4931750341607737,0.010125696118613026,1.0,2.334569429965267e-18
900,2.405171937510844,2.4924202036196785,0.014101085438537497,1.0,2.5635817964247393e-18
1000,2.3962822426434833,2.4916660874447243,0.01928509012390678,1.0,2.7875281879055697e-18
1100,2.3874957652921744,2.4909126894671485,0.025918570938327723,1.0,3.006644871254898e-18
1200,2.378811404673517,2.4901600134506734,0.03425266117865933,1.0,3.2211563074498277e-18
1300,2.370228075830584,2.489408063084398,0.044538970383756316,1.0,3.4312756737537234e-18
1400,2.361744709320234,2.48865684197598,0.057018078838760644,1.0,3.637205380059317e-18
1500,2.353360250909392,2.4879063536450907,0.07190696407879782,1.0,3.839137576316056e-18
1600,2.3450736612799252,2.4871566015171465,0.08938617018288941,1.0,4.0372546484471864e-18
1700,2.33688391574175,2.4864075889172947,0.10958762984421533,1.0,4.231729700716891e-18
1800,2.3287900039538276,2.4856593190646565,0.1325840621289901,1.0,4.4227270229719896e-18
1900,2.3207909296527274,2.484911795066812,0.15838079039852038,1.0,4.610402541544302e-18
2000,2.3128857103884415,2.484165019914522,0.18691066158781966,1.0,4.794904253004602e-18
2100,2.305073377267163,2.483418996476681,0.21803251704988957,1.0,4.9763726402428346e-18
2200,2.2973529747007433,2.482673727495489,0.25153339166070776,1.0,5.154941070584935e-18
2300,2.2897235601625594,2.4819292155818387,0.28713433137143085,1.0,5.330736175894595e-18
2400,2.282184203949545,2.481185463210911,0.324499449695721,1.0,5.503878214785051e-18
2500,2.2747339889501315,2.4804424727179675,0.36324761696742314,1.0,5.674481417168676e-18
2600,2.267372010417882,2.4797002462943416,0.4029660122478198,1.0,5.842654311559094e-18
2700,2.260097375750586,2.4789587859836115,0.44322467774252705,1.0,6.008500035549663e-18
2800,2.252909204274612,2.4782180936779583,0.48359120182781934,1.0,6.17211663001687e-18
2900,2.245806627034323,2.4774781711146963,0.5236447134083646,1.0,6.333597317613712e-18
3000,2.238788786586352,2.4767390198729733,0.5629884849305191,1.0,6.493030766185701e-18
3100,2.2318548367985707,2.4760006413706344,0.6012605972840257,1.0,6.6505013377204274e-18
3200,2.225003942653571,2.4752630368612425,0.638142298535699,1.0,6.8060893234873805e-18
3300,2.2182352800564975,2.4745262074312513,0.6733638718869102,1.0,6.959871166018017e-18
3400,2.211548035647074,2.4737901539973257,0.7067080006449461,1.0,7.111919668566093e-18
3500,2.2049414066156747,2.473054877303804,0.7380107670868559,1.0,7.262304192682695e-18
3600,2.1984146005233014,2.4723203779202976,0.7671605397624002,1.0,7.411090844517087e-18
3700,2.191966835125326,2.4715866562394218,0.7940950861108228,1.0,7.558342650463356e-18
3800,2.185597338198874,2.4708537124746557,0.8187972941069044,1.0,7.704119722721177e-18
3900,2.1793053473737225,2.4701215466583255,0.8412899008950113,1.0,7.848479415328425e-18
4000,2.1730901099666022,2.4693901586397056,0.8616296130501062,1.0,7.991476471216687e-18
4100,2.1669508828187833,2.4686595480832367,0.8799009684849769,1.0,8.133163160786716e-18
4200,2.160886932136846,2.467929714466853,0.8962102407641521,1.0,8.273589412502872e-18
4300,2.1548975333365314,2.467200657080417,0.9106796290686142,1.0,8.412802935973634e-18
4400,2.1489819708895777,2.466472375024257,0.9234419168954646,1.0,8.550849337952429e-18
4500,2.14313953817345,2.4657448672078073,0.9346357243221519,1.0,8.687772231682959e-18
4600,2.1373695373238752,2.46501813234834,0.9444014256764355,1.0,8.823613339981783e-18
4700,2.1316712790901016,2.464292168969793,0.9528777589185651,1.0,8.958412592429895e-18
4800,2.1260440826928004,2.4635669754016862,0.9601991160929766,1.0,9.09220821703764e-18
4900,2.1204872756845368,2.4628425497781232,0.9664934760975177,1.0,9.225036826696744e-18
5000,2.115000193812737,2.4621188900368796,0.9718809213327683,1.0,9.356933500747413e-18
5100,2.109582180885085,2.461395993918567,0.9764726676531803,1.0,9.487931861950593e-18
5200,2.104232588637281,2.4606738589658783,0.9803705312919387,1.0,9.618064149134704e-18
5300,2.098950776603101,2.4599524825229055,0.9836667558033533,1.0,9.747361285791974e-18
5400,2.0937361119867015,2.4592318617345303,0.9864441252980336,1.0,9.875852944850772e-18
5500,2.0885879695371083,2.4585119935458843,0.9887762961695995,1.0,1.000356760986877e-17
5600,2.0835057314248373,2.457792874701876,0.9907282871085716,1.0,1.0130532632855743e-17
5700,2.078488787120599,2.4570745017467814,0.9923570756277227,1.0,1.0256774288919953e-17
5800,2.0735365332760365,2.4563568710238997,0.9937122579240127,1.0,1.0382317827945925e-17
5900,2.068648373606449,2.4556399786752654,0.9948367371894999,1.0,1.0507187523461492e-17
6000,2.0638237187754616,2.454923820641421,0.9957674131258137,1.0,1.0631406718873135e-17
