Timestep (s),Sum Voltage (V),Carry Out Voltage (V),Sum Error Rate (Dimless),Carry Out Error Rate (Dimless),Energy Dissipation (J)
0,0.00691646174141851,2.499149875075698,1.0,1.0,1.5622026081468943e-19
100,0.01373068371083104,2.4982999790157185,1.0,1.0,3.104845461154822e-19
200,0.02044359782913196,2.4974503188710635,1.0,1.0,4.628666434194009e-19
300,0.02705783244379304,2.49660090181276,1.0,1.0,6.134366475322064e-19
400,0.03357539861343938,2.4957517351239615,1.0,1.0,7.622620628333189e-19
500,0.03999825495585625,2.4949028261923387,1.0,1.0,9.094076867706819e-19
600,0.0463283093654267,2.494054182502744,1.0,1.0,1.0549357234641073e-18
700,0.05256742066258317,2.4932058116301463,1.0,1.0,1.198905892914158e-18
800,0.05871740017866008,2.4923577212328247,1.0,1.0,1.3413755359059355e-18
900,0.06478001327897176,2.491509919045807,1.0,1.0,1.4823997147280023e-18
1000,0.07075698082699398,2.490662412874554,1.0,1.0,1.622031309821148e-18
1100,0.07664998059217133,2.4898152105888722,1.0,1.0,1.760321112484997e-18
1200,0.08246064860392513,2.488968320117053,1.0,1.0,1.8973179137462398e-18
1300,0.0881905804543177,2.4881217494402295,1.0,1.0,2.033068589524432e-18
1400,0.09384133255150648,2.4872755065869376,1.0,1.0,2.1676181822145455e-18
1500,0.09941442332631446,2.486429599627886,1.0,1.0,2.301009978811267e-18
1600,0.10491133439379706,2.485584036670914,1.0,1.0,2.4332855856887922e-18
1700,0.11033351167189186,2.4847388258561467,1.0,1.0,2.564485000172304e-18
1800,0.11568236645888895,2.4838939753513216,1.0,1.0,2.6946466790095907e-18
1900,0.12095927647162814,2.4830494933473006,1.0,1.0,2.8238076038625112e-18
2000,0.1261655868458906,2.482205388053745,1.0,1.0,2.9520033439444866e-18
2100,0.13130261110082286,2.4813616676949595,1.0,1.0,3.079268115903202e-18
2200,0.1363716320687322,2.480518340505891,1.0,1.0,3.2056348410654794e-18
2300,0.1413739027917905,2.479675414728284,1.0,1.0,3.331135200164987e-18
2400,0.14631064738698393,2.4788328986069805,1.0,1.0,3.4557996856347455e-18
2500,0.15118306188064778,2.4779908003863658,1.0,1.0,3.579657651584149e-18
2600,0.15599231501383085,2.4771491283069498,1.0,1.0,3.702737361556378e-18
2700,0.16073954901964907,2.4763078906020857,1.0,1.0,3.825066034158999e-18
2800,0.16542588037387004,2.4754670954948126,1.0,1.0,3.9466698866573896e-18
2900,0.17005240051966367,2.4746267511948274,1.0,1.0,4.067574176631135e-18
3000,0.1746201765676664,2.4737868658955744,1.0,1.0,4.187803241773177e-18
3100,0.17913025197233826,2.472947447771453,1.0,1.0,4.3073805379104975e-18
3200,0.1835836471854884,2.472108504975135,1.0,1.0,4.4263286753278846e-18
3300,0.18798136028794152,2.471270045634996,1.0,1.0,4.5446694534836354e-18
3400,0.192324367600157,2.4704320778526454,1.0,1.0,4.662423894172529e-18
3500,0.1966136242726784,2.469594609700563,1.0,1.0,4.779612273216608e-18
3600,0.20085006485710585,2.4687576492198327,1.0,1.0,4.896254150750174e-18
3700,0.2050346038584666,2.467921204417967,1.0,1.0,5.01236840016006e-18
3800,0.2091681362695714,2.4670852832668304,1.0,1.0,5.12797323575274e-18
3900,0.21325153808814268,2.4662498937006445,1.0,1.0,5.2430862391914065e-18
4000,0.21728566681732286,2.465415043614084,1.0,1.0,5.357724384771902e-18
4100,0.22127136195019043,2.4645807408604514,1.0,1.0,5.4719040635943606e-18
4200,0.2252094454389084,2.463746993249934,1.0,1.0,5.5856411066640845e-18
4300,0.22910072214904695,2.4629138085479383,1.0,1.0,5.698950806994359e-18
4400,0.23294598029967006,2.4620811944734977,1.0,1.0,5.811847940734005e-18
4500,0.23674599188967094,2.461249158697754,1.0,1.0,5.9243467873864795e-18
4600,0.2405015131108993,2.4604177088425074,1.0,1.0,6.036461149152003e-18
4700,0.24421328474853157,2.459586852478834,1.0,1.0,6.148204369431077e-18
4800,0.2478820325691698,2.458756597125769,1.0,1.0,6.259589350534884e-18
4900,0.2515084676971087,2.4579269502490533,1.0,1.0,6.370628570633135e-18
5000,0.25509328697917155,2.4570979192599394,1.0,1.0,6.481334099982828e-18
5100,0.25863717333857633,2.4562695115140585,1.0,1.0,6.591717616462398e-18
5200,0.2621407961181712,2.455441734310341,1.0,1.0,6.7017904204515106e-18
5300,0.26560481141343134,2.454614594889995,1.0,1.0,6.811563449075055e-18
5400,0.269029862395598,2.4537881004355366,1.0,1.0,6.921047289859307e-18
5500,0.2724165796252724,2.4529622580698716,1.0,1.0,7.030252193805365e-18
5600,0.27576558135681767,2.4521370748554254,1.0,1.0,7.139188087922775e-18
5700,0.27907747383388976,2.451312557793323,1.0,1.0,7.247864587243136e-18
5800,0.2823528515763758,2.4504887138226126,1.0,1.0,7.356291006335451e-18
5900,0.28559229765908134,2.4496655498195374,1.0,1.0,7.464476370347064e-18
6000,0.28879638398238505,2.4488430725968464,1.0,1.0,7.572429425592344e-18
6100,0.2919656715352035,2.4480212889031487,1.0,1.0,7.680158649710269e-18
6200,0.29510071065046667,2.4472002054223094,1.0,1.0,7.787672261407422e-18
6300,0.29820204125338395,2.4463798287728804,1.0,1.0,7.894978229811735e-18
6400,0.30127019310274594,2.4455601655075725,1.0,1.0,8.00208428344304e-18
6500,0.30430568602546954,2.4447412221127625,1.0,1.0,8.108997918832538e-18
6600,0.30730903014463085,2.4439230050080334,1.0,1.0,8.215726408789181e-18
6700,0.310280726101196,2.443105520545751,1.0,1.0,8.322276810346719e-18
6800,0.3132212652696449,2.4422887750106703,1.0,1.0,8.428655972394104e-18
6900,0.3161311299677041,2.441472774619576,1.0,1.0,8.534870543006916e-18
