pC,pA,pB,Q_stochastic,Q_input_state,Percentage Difference
0.2,0.9,0.0,64335.883752568094,64168.25348031198,0.260554860644818
0.2,0.9,0.1,68334.09245360279,67960.50978394985,0.5467002724980857
0.2,0.9,0.2,71836.46596909844,71077.77561783293,1.0561354056474241
0.2,0.9,0.30000000000000004,73203.0840532749,73520.05098196122,-0.43299668693690874
0.2,0.9,0.4,75491.21922524013,75287.33587633475,0.2700755809719551
0.2,0.9,0.5,76601.57718015806,76379.63030095346,0.2897419183453652
0.2,0.9,0.6000000000000001,76442.71645566144,76796.93425581741,-0.46337678274609784
0.2,0.9,0.7000000000000001,77003.70984866499,76539.24774092654,0.6031684819487996
0.2,0.9,0.8,75330.90064941655,75606.57075628091,-0.36594558738558614
0.2,0.9,0.9,73622.1311650393,73998.90330188049,-0.5117647789855126
0.2,0.9,1.0,71668.88895205417,71716.24537772528,-0.06607668454689125
0.2,1.0,0.0,63202.653572098345,62951.03237182346,0.39811809481677934
0.2,1.0,0.1,67751.71753837979,67478.09960960597,0.4038538633634215
0.2,1.0,0.2,72148.00309949703,71116.50444257379,1.429698138007694
0.2,1.0,0.30000000000000004,74335.2211227404,73866.24687072687,0.6308910432097525
0.2,1.0,0.4,74913.31559859018,75727.32689406528,-1.0866042825241258
0.2,1.0,0.5,77167.34424166438,76699.74451258901,0.6059554513253619
0.2,1.0,0.6000000000000001,77248.59900072064,76783.499726298,0.602081177444137
0.2,1.0,0.7000000000000001,75213.34350298278,75978.59253519229,-1.0174378595191198
0.2,1.0,0.8,74231.63024716919,74285.02293927192,-0.0719271447022634
0.2,1.0,0.9,72010.0598682176,71702.79093853684,0.4267027832542909
0.2,1.0,1.0,68218.76841041143,68231.89653298704,-0.019244150666323942
0.30000000000000004,0.0,0.0,57725.92510097916,57785.61765341848,-0.10340683555074452
0.30000000000000004,0.0,0.1,60432.48135102223,60508.96977708106,-0.12656840220501028
0.30000000000000004,0.0,0.2,62661.758944010144,62814.11497450597,-0.2431403667298212
0.30000000000000004,0.0,0.30000000000000004,64639.25313264033,64701.05324569323,-0.0956077152161386
0.30000000000000004,0.0,0.4,66176.30933086952,66169.78459064283,0.00985963147940941
0.30000000000000004,0.0,0.5,67227.2140545077,67220.30900935478,0.010271205270115345
0.30000000000000004,0.0,0.6000000000000001,67758.00953584947,67852.62650182907,-0.1396395298913549
0.30000000000000004,0.0,0.7000000000000001,67392.09763036323,68066.73706806569,-1.0010660914618859
0.30000000000000004,0.0,0.8,68150.60848754094,67862.64070806466,0.4225461604336639
0.30000000000000004,0.0,0.9,66621.94363339151,67240.337421826,-0.9282133704135103
0.30000000000000004,0.0,1.0,66120.76940433508,66199.82720934965,-0.11956576689409668
0.30000000000000004,0.1,0.0,60057.89151373341,60535.87642294583,-0.7958736098870868
0.30000000000000004,0.1,0.1,62528.133121,62859.87178344006,-0.5305430465964872
0.30000000000000004,0.1,0.2,64780.27114276828,64891.90728514371,-0.17233046482530867
0.30000000000000004,0.1,0.30000000000000004,66176.81397657118,66631.9829280568,-0.687807291004908
0.30000000000000004,0.1,0.4,67882.27694519123,68080.09871217934,-0.29141887380683396
0.30000000000000004,0.1,0.5,68981.00977975612,69236.25463751133,-0.37002192135221534
0.30000000000000004,0.1,0.6000000000000001,70283.53388708286,70100.45070405275,0.2604922844719839
0.30000000000000004,0.1,0.7000000000000001,71427.34728006081,70672.68691180361,1.0565426226711743
0.30000000000000004,0.1,0.8,70717.07118503793,70952.96326076394,-0.33357161400077173
0.30000000000000004,0.1,0.9,70874.15742761322,70941.27975093368,-0.09470634397173665
0.30000000000000004,0.1,1.0,69521.84706638218,70637.63638231285,-1.6049477437865975
0.30000000000000004,0.2,0.0,62118.66723879927,62853.43664410191,-1.1828479875107476
0.30000000000000004,0.2,0.1,64859.24065834564,64906.16226336134,-0.07234374707354807
0.30000000000000004,0.2,0.2,66645.07445133968,66753.65715196927,-0.1629268202091489
0.30000000000000004,0.2,0.30000000000000004,67808.38082441204,68395.92130992573,-0.866471781762652
0.30000000000000004,0.2,0.4,70181.46094539388,69832.95473723068,0.4965787310046933
0.30000000000000004,0.2,0.5,70834.72131627503,71064.7574338842,-0.324750508415306
0.30000000000000004,0.2,0.6000000000000001,72605.45626979455,72091.32939988619,0.708110514446622
0.30000000000000004,0.2,0.7000000000000001,73097.25730576168,72912.67063523672,0.2525220197426136
0.30000000000000004,0.2,0.8,73976.64540473325,73528.78113993576,0.6054130494119924
0.30000000000000004,0.2,0.9,74739.13405514746,73939.66091398333,1.0696847792941004
0.30000000000000004,0.2,1.0,75068.93347463962,74145.30995737939,1.2303671765528115
0.30000000000000004,0.30000000000000004,0.0,64524.69142818991,64738.29831688671,-0.331046741904258
0.30000000000000004,0.30000000000000004,0.1,67061.5548786582,66647.84121684491,0.6169162981112747
0.30000000000000004,0.30000000000000004,0.2,68963.66000743245,68399.36457498268,0.8182504124475899
0.30000000000000004,0.30000000000000004,0.30000000000000004,70065.62182877901,69992.8683913,0.10383614043532124
0.30000000000000004,0.30000000000000004,0.4,70999.41957650486,71428.3526657969,-0.6041360504783383
0.30000000000000004,0.30000000000000004,0.5,72481.72991254622,72705.81739847337,-0.3091640972111631
0.30000000000000004,0.30000000000000004,0.6000000000000001,74813.23963306588,73825.2625893294,1.3205911795588297
0.30000000000000004,0.30000000000000004,0.7000000000000001,74906.8084167136,74786.68823836501,0.16035949319900097
0.30000000000000004,0.30000000000000004,0.8,75954.88648109713,75590.09434558018,0.480274742570695
0.30000000000000004,0.30000000000000004,0.9,76214.93075579095,76235.4809109749,-0.02696342433190989
0.30000000000000004,0.30000000000000004,1.0,75925.32515896873,76722.84793454922,-1.0504041621299365
0.30000000000000004,0.4,0.0,64989.84755338073,66190.46144130023,-1.8473868352027603
0.30000000000000004,0.4,0.1,68658.93746056025,68084.9086438908,0.836058403902902
0.30000000000000004,0.4,0.2,69494.70183433585,69829.02955418392,-0.4810837531831533
0.30000000000000004,0.4,0.30000000000000004,70934.99811853237,71422.82417217965,-0.6877085593660318
0.30000000000000004,0.4,0.4,73742.915610302,72866.29249787798,1.1887556996750528
0.30000000000000004,0.4,0.5,74509.15630288208,74159.4345312789,0.46936750992261694
0.30000000000000004,0.4,0.6000000000000001,74848.022932633,75302.2502723824,-0.6068661829026889
0.30000000000000004,0.4,0.7000000000000001,75718.00752011544,76294.7397211885,-0.7616843337033673
0.30000000000000004,0.4,0.8,77336.83418934752,77136.9028776972,0.2585201653856384
0.30000000000000004,0.4,0.9,77670.91213156933,77828.7397419085,-0.20320040798776717
0.30000000000000004,0.4,1.0,78103.18645731607,78370.25031382237,-0.341937209760642
0.30000000000000004,0.5,0.0,66708.21817249463,67209.92601734248,-0.7520930083165118
0.30000000000000004,0.5,0.1,69448.7496419815,69217.36454449895,0.33317388531164555
0.30000000000000004,0.5,0.2,71448.09891424477,71042.652089573,0.5674704167543974
0.30000000000000004,0.5,0.30000000000000004,72008.89258873028,72685.78865256465,-0.9400173221665513
0.30000000000000004,0.5,0.4,73852.71483725139,74146.7742334739,-0.3981700562674324
0.30000000000000004,0.5,0.5,75616.56820257114,75425.60883230073,0.25253641471648014
0.30000000000000004,0.5,0.6000000000000001,75786.6094455216,76522.29244904517,-0.9707295377192118
0.30000000000000004,0.5,0.7000000000000001,77873.29196389782,77436.8250837072,0.5604834073188655
0.30000000000000004,0.5,0.8,77931.0708498559,78169.20673628681,-0.3055724550349295
0.30000000000000004,0.5,0.9,78321.48420271507,78719.43740678404,-0.5081022252323087
0.30000000000000004,0.5,1.0,77962.82947589077,79087.51709519884,-1.4425946657770627
0.30000000000000004,0.6000000000000001,0.0,67383.01665651123,67796.69204501346,-0.6139163976747545
0.30000000000000004,0.6000000000000001,0.1,70034.4208546936,70045.20891866942,-0.01540394543735175
0.30000000000000004,0.6000000000000001,0.2,71812.76306944898,72040.23218114994,-0.3167530421869195
0.30000000000000004,0.6000000000000001,0.30000000000000004,73685.71251848036,73781.76183245503,-0.13034998331675152
0.30000000000000004,0.6000000000000001,0.4,74853.50975582053,75269.79787258469,-0.5561370710900977
0.30000000000000004,0.6000000000000001,0.5,75697.22745319625,76504.3403015389,-1.066238322720205
0.30000000000000004,0.6000000000000001,0.6000000000000001,77628.93925661164,77485.38911931771,0.18491832900023344
0.30000000000000004,0.6000000000000001,0.7000000000000001,77276.90352890902,78212.94432592107,-1.2112814492649457
0.30000000000000004,0.6000000000000001,0.8,78522.25924542785,78687.00592134902,-0.20980888413594678
0.30000000000000004,0.6000000000000001,0.9,80134.25612441749,78907.57390560154,1.5307838097497024
0.30000000000000004,0.6000000000000001,1.0,78679.11988473756,78874.64827867862,-0.2485137025267965
0.30000000000000004,0.7000000000000001,0.0,67893.3723580875,67950.75952431317,-0.08452543191255331
0.30000000000000004,0.7000000000000001,0.1,70363.61155044312,70568.44176640217,-0.2911024767570548
0.30000000000000004,0.7000000000000001,0.2,73226.5137558213,72821.7698289147,0.5527286581691634
0.30000000000000004,0.7000000000000001,0.30000000000000004,75018.6444775985,74710.74371185075,0.41043232371346255
0.30000000000000004,0.7000000000000001,0.4,76878.87366335791,76235.36341521032,0.8370443237311657
0.30000000000000004,0.7000000000000001,0.5,76555.66225466397,77395.62893899341,-1.0971973327528324
0.30000000000000004,0.7000000000000001,0.6000000000000001,77924.50740600812,78191.54028320001,-0.342681508142967
0.30000000000000004,0.7000000000000001,0.7000000000000001,77749.60986392657,78623.09744783017,-1.123462336894461
0.30000000000000004,0.7000000000000001,0.8,78582.5288024921,78690.30043288381,-0.13714451804240432
0.30000000000000004,0.7000000000000001,0.9,77638.23666574874,78393.149238361,-0.9723463656990798
0.30000000000000004,0.7000000000000001,1.0,77554.39081879197,77731.6438642617,-0.2285532045295578
0.30000000000000004,0.8,0.0,67696.28896578179,67672.12845524159,0.03568956424245065
0.30000000000000004,0.8,0.1,70871.20772138116,70787.06308769723,0.11872893998749137
0.30000000000000004,0.8,0.2,72804.62324617936,73387.2650328673,-0.8002813018039003
0.30000000000000004,0.8,0.30000000000000004,76231.12617534395,75472.73429075183,0.9948585605933331
0.30000000000000004,0.8,0.4,77467.77610885512,77043.4708613508,0.5477183789400419
0.30000000000000004,0.8,0.5,78361.9030506785,78099.47474466423,0.3348927167383345
0.30000000000000004,0.8,0.6000000000000001,79295.2037782911,78640.74594069211,0.8253435345583512
0.30000000000000004,0.8,0.7000000000000001,79154.13137158792,78667.28444943443,0.6150619225015492
0.30000000000000004,0.8,0.8,77551.88154843275,78179.0902708912,-0.8087601615013673
0.30000000000000004,0.8,0.9,77102.2952653364,77176.16340506244,-0.09580537060774977
0.30000000000000004,0.8,1.0,75651.55410352137,75658.50385194812,-0.009186524333972755
0.30000000000000004,0.9,0.0,67585.1379095709,66960.79883779873,0.9237816050734861
0.30000000000000004,0.9,0.1,70350.67106038431,70701.07288255458,-0.4980788624880497
0.30000000000000004,0.9,0.2,74159.18248282172,73736.71779300776,0.5696727979867114
0.30000000000000004,0.9,0.30000000000000004,76407.09298465881,76067.73356915827,0.44414648201401746
0.30000000000000004,0.9,0.4,76848.16162118762,77694.12021100617,-1.1008182524763348
0.30000000000000004,0.9,0.5,79513.68493994005,78615.87771855139,1.1291228950926036
0.30000000000000004,0.9,0.6000000000000001,78642.41235340688,78833.00609179397,-0.24235489818215716
0.30000000000000004,0.9,0.7000000000000001,77924.43896186934,78345.5053307339,-0.5403521340340968
0.30000000000000004,0.9,0.8,77115.69195622002,77153.3754353712,-0.048866162249536445
0.30000000000000004,0.9,0.9,75495.39948209464,75256.61640570585,0.3162882480612915
0.30000000000000004,0.9,1.0,73001.13462903498,72655.22824173783,0.4738370013766431
0.30000000000000004,1.0,0.0,65858.12735400633,65816.77067198462,0.06279662614669447
0.30000000000000004,1.0,0.1,70395.04185731163,70310.47115097422,0.1201373052790221
0.30000000000000004,1.0,0.2,73480.21485937886,73870.12810933603,-0.5306370574764369
0.30000000000000004,1.0,0.30000000000000004,76980.29314579145,76495.74154707008,0.6294488873973113
0.30000000000000004,1.0,0.4,78355.10301300562,78187.31146417635,0.2141424647242353
0.30000000000000004,1.0,0.5,79001.26756613766,78944.83786065486,0.07142886085409934
0.30000000000000004,1.0,0.6000000000000001,78134.63299010695,78768.3207365056,-0.8110203147417104
0.30000000000000004,1.0,0.7000000000000001,77846.79171420359,77657.76009172857,0.24282519332203034
0.30000000000000004,1.0,0.8,75502.83920293821,75613.15592632376,-0.14610937091920148
0.30000000000000004,1.0,0.9,72240.58712409815,72634.50824029121,-0.5452905795413352
0.30000000000000004,1.0,1.0,68751.46314801744,68721.81703363085,0.04312070322454502
0.4,0.0,0.0,58113.16952880586,58050.27283664492,0.10823139173257793
0.4,0.0,0.1,61776.1722733922,61169.689366016,0.981742450296522
0.4,0.0,0.2,64579.18873437036,63825.6959983203,1.1667733070313946
0.4,0.0,0.30000000000000004,65126.48937648913,66018.29273355783,-1.3693404413575538
0.4,0.0,0.4,68065.3829949781,67747.47957172859,0.46705595305762526
0.4,0.0,0.5,69418.01150685307,69013.2565128326,0.5830691274994516
0.4,0.0,0.6000000000000001,70153.28614620256,69815.62355686982,0.48132112960330875
0.4,0.0,0.7000000000000001,69814.87697431877,70154.5807038403,-0.4865778530935262
0.4,0.0,0.8,69576.40101897731,70030.127953744,-0.652127629658412
0.4,0.0,0.9,68949.1431621822,69442.26530658093,-0.7151969143964684
0.4,0.0,1.0,68245.09099250002,68390.9927623511,-0.21379086426468577
0.4,0.1,0.0,61087.31630939274,61196.02152493922,-0.17795055031704296
0.4,0.1,0.1,64173.084507655236,63807.30449433724,0.5699897645941655
0.4,0.1,0.2,65827.89111182113,66097.91141333284,-0.4101913291632484
0.4,0.1,0.30000000000000004,68007.18888399418,68067.84228192599,-0.08918674470616107
0.4,0.1,0.4,69550.94791713888,69717.09710011675,-0.23888845221177074
0.4,0.1,0.5,71409.99053884011,71045.67586790508,0.5101732519301678
0.4,0.1,0.6000000000000001,71799.50570913136,72053.57858529099,-0.35386438061134584
0.4,0.1,0.7000000000000001,72317.41833842121,72740.80525227448,-0.5854563445171218
0.4,0.1,0.8,72643.71883033965,73107.35586885555,-0.6382341735542554
0.4,0.1,0.9,73208.30224534374,73153.23043503423,0.07522618148546938
0.4,0.1,1.0,72373.48180122633,72878.42895081046,-0.6976963620058584
0.4,0.2,0.0,63914.30971215135,63864.21239484746,0.07838200479596656
0.4,0.2,0.1,65952.87122914205,66111.7550357659,-0.2409050639688428
0.4,0.2,0.2,68407.87703731512,68138.0917409678,0.39437753082172755
0.4,0.2,0.30000000000000004,70075.83547217236,69943.22251045312,0.1892420701454158
0.4,0.2,0.4,71135.1513639116,71527.14734422191,-0.551058053289221
0.4,0.2,0.5,72749.75253441256,72889.86624227415,-0.1925968171442358
0.4,0.2,0.6000000000000001,73881.77348431239,74031.37920460985,-0.20249340702308524
0.4,0.2,0.7000000000000001,74878.98030269182,74951.686231229,-0.09709791485310332
0.4,0.2,0.8,75381.47900616971,75650.78732213161,-0.3572605890896041
0.4,0.2,0.9,75956.44609467308,76128.68247731765,-0.22675676851690463
0.4,0.2,1.0,76040.7499780998,76385.37169678716,-0.4532066277444761
0.4,0.30000000000000004,0.0,66514.76839825782,66054.84544636964,0.6914599012573922
0.4,0.30000000000000004,0.1,68085.06539814307,68083.04099030198,0.0029733508064542324
0.4,0.30000000000000004,0.2,69705.93167080528,69946.23698122517,-0.3447415516297273
0.4,0.30000000000000004,0.30000000000000004,71709.66906245523,71644.43341913918,0.09097189286876928
0.4,0.30000000000000004,0.4,73381.72810118753,73177.63030404408,0.2781316308904761
0.4,0.30000000000000004,0.5,74515.28637095596,74545.82763593982,-0.040986576676109575
0.4,0.30000000000000004,0.6000000000000001,75412.60519500868,75749.02541482639,-0.4461060839202711
0.4,0.30000000000000004,0.7000000000000001,76561.88098209878,76787.22364070384,-0.29432748479331505
0.4,0.30000000000000004,0.8,78219.5682206914,77660.42231357214,0.714841464659677
0.4,0.30000000000000004,0.9,79094.84146725135,78368.62143343125,0.9181635873444149
0.4,0.30000000000000004,1.0,79675.04646062409,78911.82100028126,0.9579228306067207
0.4,0.4,0.0,67692.11610062905,67767.92067950575,-0.1119843539298079
0.4,0.4,0.1,69680.84094634588,69721.16235794548,-0.05786585100292015
0.4,0.4,0.2,71582.35690464306,71522.34713410497,0.08383318618305784
0.4,0.4,0.30000000000000004,73507.10660451846,73171.47500798423,0.4565974802136896
0.4,0.4,0.4,74251.59364016178,74668.54597958327,-0.5615399198596698
0.4,0.4,0.5,76088.42811720169,76013.56004890209,0.09839612954585365
0.4,0.4,0.6000000000000001,77806.45983869207,77206.51721594066,0.7710704535268701
0.4,0.4,0.7000000000000001,76822.5075729098,78247.417480699,-1.8548078587995394
0.4,0.4,0.8,78692.29473518077,79136.26084317712,-0.5641798977783177
0.4,0.4,0.9,80309.65925154396,79873.04730337503,0.5436605661610125
0.4,0.4,1.0,79609.62314324104,80457.7768612927,-1.0653909471793173
0.4,0.5,0.0,69445.29962125074,69003.43809425582,0.6362727634624671
0.4,0.5,0.1,71664.13794778455,71026.1191386964,0.890290216779013
0.4,0.5,0.2,72988.06696641252,72866.42219960722,0.1666639107750022
0.4,0.5,0.30000000000000004,75007.56201269597,74524.34727698822,0.6442213594756728
0.4,0.5,0.4,76811.01922402134,75999.89437083947,1.0560006381587053
0.4,0.5,0.5,76637.30383850713,77293.06348116092,-0.8556663789159822
0.4,0.5,0.6000000000000001,78621.36887853053,78403.85460795261,0.27666049787809277
0.4,0.5,0.7000000000000001,80186.4302288886,79332.2677512145,1.065220730285567
0.4,0.5,0.8,80068.46548154797,80078.30291094663,-0.012286271929269467
0.4,0.5,0.9,79662.86987098212,80641.96008714897,-1.2290421092693915
0.4,0.5,1.0,80439.78655837716,81023.23927982152,-0.7253285300812244
0.4,0.6000000000000001,0.0,69794.24688933935,69761.39769061982,0.047065768574899206
0.4,0.6000000000000001,0.1,72268.98402496926,71997.91133255477,0.3750885612572628
0.4,0.6000000000000001,0.2,74163.41084667195,73978.46217773188,0.24937993928358412
0.4,0.6000000000000001,0.30000000000000004,75453.08123834194,75703.05022615119,-0.3312906294968157
0.4,0.6000000000000001,0.4,78364.58235392933,77171.67547781268,1.5222525792697497
0.4,0.6000000000000001,0.5,77809.30530864088,78384.33793271636,-0.7390280915560645
0.4,0.6000000000000001,0.6000000000000001,79976.83481509675,79341.03759086225,0.7949767275792252
0.4,0.6000000000000001,0.7000000000000001,79435.71919783855,80041.77445225033,-0.7629505473505835
0.4,0.6000000000000001,0.8,80054.97409444544,80486.54851688059,-0.5390975730327487
0.4,0.6000000000000001,0.9,81114.66669735173,80675.35978475305,0.5415875210802328
0.4,0.6000000000000001,1.0,81434.85502343242,80608.20825586769,1.0151019085462436
0.4,0.7000000000000001,0.0,70100.42647876008,70041.79946859779,0.0836328865703229
0.4,0.7000000000000001,0.1,72710.39781250211,72636.53893952054,0.10157951985357976
0.4,0.7000000000000001,0.2,74748.72953237894,74858.46706847899,-0.14680856355225397
0.4,0.7000000000000001,0.30000000000000004,76468.20059371447,76707.58385547309,-0.31304942433586264
0.4,0.7000000000000001,0.4,78765.39806464911,78183.8893005029,0.7382794709790267
0.4,0.7000000000000001,0.5,79673.34432479234,79287.38340356841,0.48442917075319614
0.4,0.7000000000000001,0.6000000000000001,79244.5075662231,80018.06616466958,-0.9761668312469949
0.4,0.7000000000000001,0.7000000000000001,80229.65695350085,80375.93758380646,-0.18232737850343028
0.4,0.7000000000000001,0.8,80537.33248224788,80360.99766097903,0.21894792866117246
0.4,0.7000000000000001,0.9,80397.7835276679,79973.2463961873,0.5280458152611844
0.4,0.7000000000000001,1.0,77711.67560153709,79212.68378943123,-1.9315092311102515
0.4,0.8,0.0,70104.5838464827,69844.64342818968,0.37078947485408614
0.4,0.8,0.1,73245.19426461657,72942.00195959373,0.41394156717979075
0.4,0.8,0.2,75951.26551346373,75506.43687184849,0.5856764052685687
0.4,0.8,0.30000000000000004,77469.8933432696,77537.94816495397,-0.08784679924988223
0.4,0.8,0.4,79527.2211231776,79036.53583891015,0.6170029297357777
0.4,0.8,0.5,79903.53976639928,80002.19989371701,-0.1234740383294318
0.4,0.8,0.6000000000000001,80413.29977243255,80434.94032937463,-0.026911663870674497
0.4,0.8,0.7000000000000001,80090.9925200063,80334.75714588293,-0.3043596017563917
0.4,0.8,0.8,78624.18152521351,79701.65034324196,-1.3704038593812464
0.4,0.8,0.9,78362.57776959578,78535.6199214517,-0.22082243435725177
0.4,0.8,1.0,77555.44100605905,76836.66588051216,0.9267887800299345
0.4,0.9,0.0,69333.75646794919,69169.92956939554,0.23628735395202202
0.4,0.9,0.1,73234.50370618606,72914.30039277437,0.4372301267942454
0.4,0.9,0.2,75938.85074436884,75922.37158784045,0.021700560868203322
0.4,0.9,0.30000000000000004,77899.4005889218,78194.14315459377,-0.3783630726856804
0.4,0.9,0.4,79777.37084366498,79729.61509303437,0.05986127410013048
0.4,0.9,0.5,81298.66842307927,80528.78740316225,0.9469786342754783
0.4,0.9,0.6000000000000001,81121.94085781189,80591.66008497735,0.6536835376806336
0.4,0.9,0.7000000000000001,80318.65629705983,79918.23313847973,0.49854314930161575
0.4,0.9,0.8,78518.24044710766,78508.50656366938,0.01239697092402331
0.4,0.9,0.9,77121.5855828795,76362.4803605463,0.9842967005877076
0.4,0.9,1.0,73452.91566177107,73480.15452911044,-0.03708343922629217
0.4,1.0,0.0,67835.1411877543,68017.65789221533,-0.26905922397339416
0.4,1.0,0.1,72712.07202837721,72553.43423906241,0.21817256046958838
0.4,1.0,0.2,75785.48538071247,76106.27121645483,-0.4232813633519253
0.4,1.0,0.30000000000000004,78991.85082101263,78676.16882439255,0.3996386884710277
0.4,1.0,0.4,81263.92664594745,80263.12706287563,1.2315422406698613
0.4,1.0,0.5,80735.17214122057,80867.14593190404,-0.16346505145568
0.4,1.0,0.6000000000000001,80373.9343949636,80488.22543147778,-0.14219913131607095
0.4,1.0,0.7000000000000001,78835.63919171554,79126.36556159686,-0.3687753062727366
0.4,1.0,0.8,76700.3212499329,76781.56632226126,-0.10592533512816311
0.4,1.0,0.9,73204.6225182882,73453.82771347101,-0.34042275830402136
0.4,1.0,1.0,69179.4289463292,69143.14973522609,0.05244219510867516
0.5,0.0,0.0,58214.01526934908,58163.20703397716,0.08727835579943843
0.5,0.0,0.1,61577.427259650714,61656.75719984418,-0.12882957883082186
0.5,0.0,0.2,64219.43989601735,64635.17562828422,-0.6473674216717218
0.5,0.0,0.30000000000000004,67530.62377597911,67098.46231929725,0.6399488595210965
0.5,0.0,0.4,69010.66101241644,69046.61727288328,-0.052102472196813854
0.5,0.0,0.5,70838.75046735242,70479.64048904233,0.5069400235618189
0.5,0.0,0.6000000000000001,70978.45459395184,71397.53196777437,-0.5904289917552464
0.5,0.0,0.7000000000000001,72021.78086712938,71800.29170907942,0.3075307988545458
0.5,0.0,0.8,72207.47427711076,71687.91971295749,0.7195301724020574
0.5,0.0,0.9,70513.20182896592,71060.41597940854,-0.7760449621475518
0.5,0.0,1.0,69489.93085094873,69917.78050843262,-0.6157002205133902
0.5,0.1,0.0,61515.767656745105,61683.256076271624,-0.2722690879208328
0.5,0.1,0.1,64808.35010858033,64560.00697538813,0.38319619736672955
0.5,0.1,0.2,66573.97615662019,67082.93049381429,-0.7644944264658966
0.5,0.1,0.30000000000000004,69235.38878037957,69252.02663155009,-0.024030848188493277
0.5,0.1,0.4,71448.52960921206,71067.29538859554,0.5335788191886959
0.5,0.1,0.5,72548.96056948256,72528.73676495065,0.02787607758010672
0.5,0.1,0.6000000000000001,73963.22915686168,73636.35076061542,0.44194716749456187
0.5,0.1,0.7000000000000001,74420.86084353225,74390.13737558985,0.04128340843435719
0.5,0.1,0.8,74522.74304982995,74790.09660987393,-0.3587543199600315
0.5,0.1,0.9,75548.72238642811,74836.22846346765,0.9430919550380903
0.5,0.1,1.0,73661.50880353876,74528.53293637103,-1.1770382482182078
0.5,0.2,0.0,65260.43168875276,64674.19393135707,0.8983050559512703
0.5,0.2,0.1,67446.12622184411,67096.98417134512,0.5176606427337205
0.5,0.2,0.2,69182.9056542788,69279.84557001869,-0.14012119731471845
0.5,0.2,0.30000000000000004,70989.055188872,71222.77812737777,-0.3292379901154259
0.5,0.2,0.4,73117.92680482724,72925.7818434224,0.2627877591739199
0.5,0.2,0.5,74646.24875826902,74388.85671815256,0.3448157735963285
0.5,0.2,0.6000000000000001,75559.75779100673,75612.00275156825,-0.06914389628672075
0.5,0.2,0.7000000000000001,76461.95711390482,76595.21994366945,-0.174286448836392
0.5,0.2,0.8,76759.37538484384,77338.5082944562,-0.7544784030729832
0.5,0.2,0.9,76759.19189864732,77841.86780392844,-1.4104837199311426
0.5,0.2,1.0,76793.33170752777,78105.29847208626,-1.7084383961294878
0.5,0.30000000000000004,0.0,66550.12809512312,67136.02059923347,-0.880377725603935
0.5,0.30000000000000004,0.1,69255.91188294756,69267.68878771513,-0.017004908963545236
0.5,0.30000000000000004,0.2,71071.72893406334,71225.92085689741,-0.21695254237746425
0.5,0.30000000000000004,0.30000000000000004,72926.47624972217,73010.71680678031,-0.11551436651029431
0.5,0.30000000000000004,0.4,74415.54102803003,74622.07663736385,-0.2775436508027591
0.5,0.30000000000000004,0.5,75640.18930049236,76060.00034864803,-0.5550105731331536
0.5,0.30000000000000004,0.6000000000000001,77328.39252461997,77324.4879406328,0.005049353619921151
0.5,0.30000000000000004,0.7000000000000001,78793.13686093861,78415.53941331823,0.4792263167372095
0.5,0.30000000000000004,0.8,79098.23494417661,79333.15476670428,-0.29699755335053596
0.5,0.30000000000000004,0.9,79924.21527203695,80077.33400079096,-0.19157989632158498
0.5,0.30000000000000004,1.0,80092.65501228072,80648.07711557826,-0.6934744555694516
0.5,0.4,0.0,68582.57689097547,69068.73607990085,-0.7088669031760279
0.5,0.4,0.1,71225.40489218301,71072.1208244982,0.21520982283898052
0.5,0.4,0.2,72732.82108847486,72921.1563544505,-0.25894123609828273
0.5,0.4,0.30000000000000004,74124.04179271919,74615.84266975774,-0.6634836217024211
0.5,0.4,0.4,75964.78572991815,76156.17977041993,-0.25195100422220934
0.5,0.4,0.5,77275.9838909437,77542.16765643707,-0.3444585912604242
0.5,0.4,0.6000000000000001,79169.40540452067,78773.80632780916,0.499686810441708
0.5,0.4,0.7000000000000001,79930.78505717672,79851.09578453623,0.09969784806127863
0.5,0.4,0.8,81211.64521683438,80774.03602661821,0.5388502954813424
0.5,0.4,0.9,81957.23931950449,81542.62705405516,0.5058885205161515
0.5,0.4,1.0,82637.70378633201,82156.86886684706,0.5818590031593863
0.5,0.5,0.0,70007.92448916781,70472.34037335918,-0.6633761643129875
0.5,0.5,0.1,72627.39779227648,72510.28028169431,0.16125802953470972
0.5,0.5,0.2,74498.3066490994,74365.55206267792,0.17819812609536945
0.5,0.5,0.30000000000000004,76562.65801538223,76038.15571631001,0.685062813476046
0.5,0.5,0.4,77723.32750506866,77528.0912425906,0.25119390631510613
0.5,0.5,0.5,79078.4691196004,78835.3586415197,0.3074294188889847
0.5,0.5,0.6000000000000001,80706.7259755751,79959.9579130973,0.9252860321750638
0.5,0.5,0.7000000000000001,81378.24997092196,80901.8890573234,0.5853663770955677
0.5,0.5,0.8,81762.23022267836,81661.15207419798,0.12362450021862578
0.5,0.5,0.9,82521.09924972075,82237.74696372107,0.3433695001350005
0.5,0.5,1.0,82091.30999389538,82631.67372589267,-0.6582471787056082
0.5,0.6000000000000001,0.0,71636.24810534736,71346.83347960853,0.4040058397715431
0.5,0.6000000000000001,0.1,72956.53360005298,73582.16715930347,-0.8575428798196585
0.5,0.6000000000000001,0.2,75657.80676151832,75559.10798157967,0.130454191263784
0.5,0.6000000000000001,0.30000000000000004,77017.68478078773,77277.65594643715,-0.3375473651140819
