Timestep (s),Sum Voltage (V),Carry Out Voltage (V),Sum Error Rate (Dimless),Carry Out Error Rate (Dimless),Energy Dissipation (J)
0,0.00022681358649718133,0.00022681375830438058,-4.440892098500626e-16,-2.220446049250313e-16,1.0105522289971883e-20
5000,0.00045013514300826045,0.0004498070037218554,-2.220446049250313e-16,-2.220446049250313e-16,2.0209390453735477e-20
10000,0.0006696926720659202,0.0006690449308069074,-2.220446049250313e-16,-2.220446049250313e-16,3.0311660716364753e-20
15000,0.0008855503785521921,0.0008845915923334232,-4.440892098500626e-16,-2.220446049250313e-16,4.0412365155908385e-20
20000,0.001097771344079532,0.0010965099278054974,-2.220446049250313e-16,-4.440892098500626e-16,5.0511535069177804e-20
25000,0.0013064175448136606,0.0013048617733965478,-2.220446049250313e-16,0.0,6.060920113605126e-20
30000,0.001511549883286422,0.0015097078850114772,-2.220446049250313e-16,-4.440892098500626e-16,7.070539330776198e-20
35000,0.001713228188553093,0.0017111079642551374,-2.220446049250313e-16,-2.220446049250313e-16,8.080014089436694e-20
40000,0.0019115112552911772,0.0019091206650917027,-2.220446049250313e-16,-2.220446049250313e-16,9.089347257293267e-20
45000,0.002106456856576876,0.002103803627144127,-4.440892098500626e-16,-2.220446049250313e-16,1.0098541634932029e-19
50000,0.002298121754582622,0.002295213488209115,-4.440892098500626e-16,-2.220446049250313e-16,1.1107599965826094e-19
55000,0.002486561728853102,0.00248340589278392,-4.440892098500626e-16,-2.220446049250313e-16,1.2116524931823784e-19
60000,0.0026718315848178326,0.0026684355305031018,-2.220446049250313e-16,-2.220446049250313e-16,1.312531915501013e-19
65000,0.002853985183542445,0.002850356128708239,0.0,-2.220446049250313e-16,1.4133985204992632e-19
70000,0.0030330754490245394,0.0030292204950313636,0.0,-4.440892098500626e-16,1.5142525591550903e-19
75000,0.0032091543831494467,0.0032050805149949897,-2.220446049250313e-16,-2.220446049250313e-16,1.6150942773169732e-19
80000,0.003382273094865408,0.00337798717317784,-2.220446049250313e-16,-4.440892098500626e-16,1.715923915388862e-19
85000,0.0035524818020654394,0.003547990582562257,-2.220446049250313e-16,-2.220446049250313e-16,1.8167417084699568e-19
90000,0.0037198298613623994,0.0037151399788829705,-2.220446049250313e-16,-2.220446049250313e-16,1.9175478868567375e-19
95000,0.003884365766900948,0.003879483745405084,-2.220446049250313e-16,-2.220446049250313e-16,2.0183426762154136e-19
100000,0.0040461371792112335,0.00404106943912587,-2.220446049250313e-16,-2.220446049250313e-16,2.119126296925514e-19
105000,0.004205190942321557,0.004199943787681301,-4.440892098500626e-16,-2.220446049250313e-16,2.219898964830342e-19
110000,0.004361573078510043,0.004356152716311406,-2.220446049250313e-16,-2.220446049250313e-16,2.320660891366369e-19
115000,0.004515328827433474,0.004509741361182152,-2.220446049250313e-16,-2.220446049250313e-16,2.421412283311562e-19
120000,0.004666502648385358,0.004660754070180118,-4.440892098500626e-16,-2.220446049250313e-16,2.52215334325088e-19
125000,0.0048151382306270574,0.004809234439211235,-2.220446049250313e-16,-2.220446049250313e-16,2.6228842694866627e-19
130000,0.004961278510953178,0.004955225309230823,-2.220446049250313e-16,-2.220446049250313e-16,2.7236052561033016e-19
135000,0.005104965688812772,0.005098768781026296,-2.220446049250313e-16,-2.220446049250313e-16,2.824316493366715e-19
140000,0.005246241242509473,0.005239906232998671,-4.440892098500626e-16,-2.220446049250313e-16,2.9250181672291303e-19
145000,0.005385145931411227,0.005378678336570879,-2.220446049250313e-16,-2.220446049250313e-16,3.025710460196672e-19
150000,0.0055217198198850605,0.005515125062446247,0.0,-2.220446049250313e-16,3.1263935505078133e-19
155000,0.005656002278913356,0.005649285693091097,-2.220446049250313e-16,1.1102230246251565e-16,3.227067613174455e-19
160000,0.005788032007563135,0.005781198835479831,0.0,0.0,3.3277328194328684e-19
165000,0.005917847042205206,0.005910902440214834,-4.440892098500626e-16,-2.220446049250313e-16,3.4283893368793033e-19
170000,0.0060454847647137735,0.006038433804856173,0.0,0.0,3.5290373300754713e-19
175000,0.006170981919105107,0.006163829589184085,-2.220446049250313e-16,-2.220446049250313e-16,3.629676959741284e-19
180000,0.006294374617515635,0.0062871258199209195,0.0,0.0,3.73030838363949e-19
185000,0.006415698358394572,0.006408357916088926,-2.220446049250313e-16,-2.220446049250313e-16,3.8309317560364707e-19
190000,0.0065349880235974515,0.0065275606850836365,-2.220446049250313e-16,0.0,3.9315472288311765e-19
195000,0.006652277911444766,0.0066447683375355695,-2.220446049250313e-16,0.0,4.032154949811701e-19
200000,0.006767601726932225,0.00676001450129082,0.0,0.0,4.1327550643169165e-19
205000,0.0068809925987260885,0.006873332231410884,0.0,0.0,4.233347714811271e-19
210000,0.006992483090443995,0.006984754019781485,0.0,-2.220446049250313e-16,4.333933040962088e-19
215000,0.007102105209371433,0.007094311799100005,-2.220446049250313e-16,0.0,4.434511179366198e-19
220000,0.007209890422775377,0.007202036960607059,0.0,-2.220446049250313e-16,4.535082263971077e-19
225000,0.007315869657924056,0.007307960358603648,-2.220446049250313e-16,-2.220446049250313e-16,4.63564642617753e-19
230000,0.007420073307024569,0.007412112326191516,0.0,-4.440892098500626e-16,4.736203794745062e-19
235000,0.007522531256264748,0.007514522671245266,0.0,-2.220446049250313e-16,4.836754495766452e-19
240000,0.007623272875233401,0.00761522070303691,-2.220446049250313e-16,-2.220446049250313e-16,4.937298652732096e-19
245000,0.007722327038140431,0.00771423522226435,-2.220446049250313e-16,0.0,5.037836387074242e-19
250000,0.007819722124631319,0.007811594547990955,-2.220446049250313e-16,-2.220446049250313e-16,5.138367817635808e-19
255000,0.007915486034948406,0.007907326513284152,-2.220446049250313e-16,-2.220446049250313e-16,5.23889306075254e-19
260000,0.00800964619236152,0.008001458478955272,0.0,-2.220446049250313e-16,5.339412230865597e-19
265000,0.008102229551835462,0.008094017338138847,-2.220446049250313e-16,0.0,5.439925440004211e-19
270000,0.008193262615281586,0.008185029531853169,0.0,-2.220446049250313e-16,5.540432797737115e-19
275000,0.008282771435804087,0.008274521049466311,0.0,-2.220446049250313e-16,5.64093441177119e-19
280000,0.008370781612882012,0.008362517439762983,0.0,0.0,5.741430387523484e-19
285000,0.008457318323001707,0.008449043815408813,-2.220446049250313e-16,0.0,5.841920829002393e-19
290000,0.008542406309144652,0.008534124864623632,-2.220446049250313e-16,0.0,5.942405837490193e-19
295000,0.008626069902547927,0.008617784859783623,0.0,0.0,6.042885512246287e-19
300000,0.008708333009060112,0.008700047656932774,-2.220446049250313e-16,-2.220446049250313e-16,6.143359951354824e-19
305000,0.008789219142472918,0.008780936709147202,1.1102230246251565e-16,0.0,6.243829250194894e-19
310000,0.00886875140974845,0.008860475074038343,-2.220446049250313e-16,-2.220446049250313e-16,6.34429350287054e-19
315000,0.008946952528717465,0.008938685416609169,0.0,-2.220446049250313e-16,6.4447528015725075e-19
320000,0.009023844834016002,0.009015590017106808,0.0,0.0,6.545207236518335e-19
325000,0.009099450277985323,0.009091210781670371,-2.220446049250313e-16,-2.220446049250313e-16,6.645656896564784e-19
330000,0.009173790451740885,0.009165569244574324,0.0,-2.220446049250313e-16,6.746101868142407e-19
335000,0.009246886566424976,0.009238686574838794,-2.220446049250313e-16,-2.220446049250313e-16,6.846542236984385e-19
340000,0.009318759484433168,0.00931058358382676,0.0,-2.220446049250313e-16,6.946978086649848e-19
345000,0.009389429710582594,0.009381280729546257,0.0,0.0,7.047409499093599e-19
