Timestep (s),Sum Voltage (V),Carry Out Voltage (V),Sum Error Rate (Dimless),Carry Out Error Rate (Dimless),Energy Dissipation (J)
0,4.844730780776939,0.2361817986147851,1.0,1.0,866223.174925389
100,4.844753601083528,0.23616863624269566,1.0,1.0,1732494.8419975343
200,4.844776413849872,0.2361554795900763,1.0,1.0,2598814.9929051786
300,4.844799219078636,0.23614232865372597,1.0,1.0,3465183.6193284104
400,4.844822016772483,0.23612918343044687,1.0,1.0,4331600.712938718
500,4.8448448069340735,0.23611604391704447,1.0,1.0,5198066.265195843
600,4.844867589566069,0.2361029101103281,1.0,1.0,6064580.26762848
700,4.844890364671127,0.23608978200711028,1.0,1.0,6931142.711881979
800,4.844913132251907,0.23607665960420704,1.0,1.0,7797753.589593442
900,4.844935892311066,0.23606354289843767,1.0,1.0,8664412.892391855
1000,4.84495864485126,0.23605043188662508,1.0,1.0,9531120.611898148
1100,4.844981389875143,0.23603732656559553,1.0,1.0,10397876.73972535
1200,4.845004127385368,0.23602422693217862,1.0,1.0,11264681.267478619
1300,4.845026857384589,0.23601113298320725,1.0,1.0,12131534.186755413
1400,4.845049579875456,0.23599804471551777,1.0,1.0,12998435.489145545
1500,4.845072294860619,0.23598496212594997,1.0,1.0,13865385.166231297
1600,4.845095002342727,0.235971885211347,1.0,1.0,14732383.209587518
1700,4.845117702324426,0.2359588139685551,1.0,1.0,15599429.61078171
1800,4.8451403948083644,0.2359457483944241,1.0,1.0,16466524.361374145
1900,4.845163079797186,0.2359326884858071,1.0,1.0,17333667.452917945
2000,4.845185757293534,0.23591963423956047,1.0,1.0,18200858.876959175
2100,4.845208427300052,0.235906585652544,1.0,1.0,19068098.62503695
2200,4.845231089819379,0.23589354272162058,1.0,1.0,19935386.688683532
2300,4.845253744854156,0.23588050544365663,1.0,1.0,20802723.059424404
2400,4.845276392407021,0.23586747381552167,1.0,1.0,21670107.728778385
2500,4.845299032480612,0.23585444783408857,1.0,1.0,22537540.688257705
2600,4.845321665077563,0.23584142749623355,1.0,1.0,23405021.929368097
2700,4.84534429020051,0.23582841279883585,1.0,1.0,24272551.44360891
2800,4.845366907852085,0.23581540373877816,1.0,1.0,25140129.222473178
2900,4.845389518034921,0.23580240031294633,1.0,1.0,26007755.257447716
3000,4.8454121207516465,0.23578940251822952,1.0,1.0,26875429.540013213
3100,4.845434716004891,0.23577641035152008,1.0,1.0,27743152.06164432
3200,4.845457303797282,0.23576342380971355,1.0,1.0,28610922.813809726
3300,4.8454798841314455,0.23575044288970864,1.0,1.0,29478741.787972275
3400,4.8455024570100065,0.23573746758840733,1.0,1.0,30346608.97558902
3500,4.845525022435588,0.2357244979027147,1.0,1.0,31214524.36811132
3600,4.845547580410811,0.23571153382953924,1.0,1.0,32082487.956984956
3700,4.845570130938296,0.23569857536579225,1.0,1.0,32950499.733650167
3800,4.845592674020662,0.23568562250838854,1.0,1.0,33818559.68954177
3900,4.845615209660527,0.23567267525424587,1.0,1.0,34686667.81608924
4000,4.845637737860505,0.23565973360028522,1.0,1.0,35554824.104716785
4100,4.845660258623212,0.23564679754343074,1.0,1.0,36423028.54684342
4200,4.845682771951261,0.23563386708060957,1.0,1.0,37291281.133883074
4300,4.845705277847262,0.2356209422087522,1.0,1.0,38159581.85724467
4400,4.845727776313826,0.23560802292479208,1.0,1.0,39027930.708332196
4500,4.84575026735356,0.2355951092256658,1.0,1.0,39896327.678544775
4600,4.845772750969072,0.23558220110831302,1.0,1.0,40764772.75927677
4700,4.8457952271629665,0.23556929856967657,1.0,1.0,41633265.94191787
4800,4.845817695937847,0.23555640160670227,1.0,1.0,42501807.21785312
4900,4.845840157296316,0.2355435102163392,1.0,1.0,43370396.57846308
5000,4.845862611240974,0.23553062439553935,1.0,1.0,44239034.01512382
5100,4.845885057774419,0.23551774414125765,1.0,1.0,45107719.519207075
5200,4.845907496899249,0.2355048694504525,1.0,1.0,45976453.08208026
5300,4.84592992861806,0.2354920003200849,1.0,1.0,46845234.69510658
5400,4.845952352933445,0.23547913674711915,1.0,1.0,47714064.349645115
5500,4.845974769847997,0.23546627872852244,1.0,1.0,48582942.03705087
5600,4.845997179364307,0.23545342626126514,1.0,1.0,49451867.74867489
5700,4.846019581484964,0.23544057934232054,1.0,1.0,50320841.475864284
5800,4.846041976212556,0.23542773796866498,1.0,1.0,51189863.20996234
5900,4.846064363549668,0.23541490213727762,1.0,1.0,52058932.94230859
6000,4.846086743498885,0.2354020718451409,1.0,1.0,52928050.664238885
6100,4.84610911606279,0.23538924708923997,1.0,1.0,53797216.36708546
6200,4.846131481243963,0.2353764278665632,1.0,1.0,54666430.04217701
6300,4.846153839044983,0.23536361417410182,1.0,1.0,55535691.680838786
6400,4.846176189468428,0.23535080600884997,1.0,1.0,56405001.27439264
6500,4.846198532516874,0.23533800336780483,1.0,1.0,57274358.81415712
6600,4.846220868192895,0.23532520624796652,1.0,1.0,58143764.291447505
6700,4.846243196499063,0.23531241464633806,1.0,1.0,59013217.69757593
6800,4.846265517437948,0.23529962855992545,1.0,1.0,59882719.02385141
6900,4.846287831012121,0.23528684798573757,1.0,1.0,60752268.26157994
7000,4.8463101372241475,0.23527407292078623,1.0,1.0,61621865.402064554
7100,4.846332436076594,0.23526130336208625,1.0,1.0,62491510.4366054
7200,4.846354727572023,0.23524853930665512,1.0,1.0,63361203.3564998
7300,4.846377011712997,0.23523578075151344,1.0,1.0,64230944.153042324
7400,4.846399288502077,0.2352230276936846,1.0,1.0,65100732.81752488
7500,4.846421557941821,0.23521028013019507,1.0,1.0,65970569.34123674
7600,4.846443820034785,0.23519753805807395,1.0,1.0,66840453.715464644
