Timestep (s),Sum Voltage (V),Carry Out Voltage (V),Sum Error Rate (Dimless),Carry Out Error Rate (Dimless),Energy Dissipation (J)
0,0.21092286347074488,4.884364134661844,1.0,2.7286312431762383e-08,1008277.4511215531
100,0.2109211981259935,4.884372103064766,1.0,2.7269070779212257e-08,2016566.32593303
200,0.2109195332572867,4.884380068852394,1.0,2.725184533591829e-08,3024867.771526426
300,0.21091786886448746,4.884388032025602,1.0,2.7234636212902785e-08,4033182.9317393145
400,0.21091620494745836,4.884395992585267,1.0,2.7217442966076533e-08,5041512.947213095
500,0.210914541506062,4.884403950532263,1.0,2.7200266039528742e-08,6049858.955450755
600,0.21091287854016133,4.8844119058674655,1.0,2.718310532223711e-08,7058222.090874138
700,0.21091121604961943,4.884419858591748,1.0,2.716596037011243e-08,8066603.484880675
800,0.2109095540342987,4.884427808705985,1.0,2.7148831960310815e-08,9075004.265899677
900,0.21090789249406272,4.884435756211049,1.0,2.7131719537720755e-08,10083425.559448108
1000,0.210906231428774,4.884443701107813,1.0,2.7114622991319948e-08,11091868.488185896
1100,0.2109045708382956,4.884451643397148,1.0,2.7097542543152997e-08,12100334.171970759
1200,0.21090291072249093,4.884459583079927,1.0,2.70804780821976e-08,13108823.727912562
1300,0.21090125108122282,4.8844675201570205,1.0,2.7063429941520667e-08,14117338.270427246
1400,0.21089959191435456,4.8844754546293,1.0,2.7046397566010683e-08,15125878.911290264
1500,0.21089793322174957,4.884483386497633,1.0,2.7029381177712253e-08,16134446.759689584
1600,0.2108962750032707,4.884491315762892,1.0,2.7012380776625378e-08,17143042.922278248
1700,0.21089461725878142,4.884499242425945,1.0,2.6995396251727755e-08,18151668.50322649
1800,0.21089295998814517,4.88450716648766,1.0,2.6978427714041686e-08,19160324.60427342
1900,0.21089130319122554,4.884515087948905,1.0,2.6961474830500265e-08,20169012.324778296
2000,0.21088964686788564,4.884523006810549,1.0,2.6944538156215003e-08,21177732.76177136
2100,0.21088799101798902,4.8845309230734575,1.0,2.692761724709669e-08,22186487.010004237
2200,0.21088633564139933,4.884538836738498,1.0,2.691071210314533e-08,23195276.161999963
2300,0.21088468073798008,4.884546747806536,1.0,2.689382294640552e-08,24204101.308102585
2400,0.210883026307595,4.884554656278437,1.0,2.6876949332788058e-08,25212963.536526356
2500,0.21088137235010793,4.884562562155066,1.0,2.6860091817404452e-08,26221863.933404546
2600,0.21087971886538237,4.884570465437289,1.0,2.684324984514319e-08,27230803.582837854
2700,0.21087806585328245,4.884578366125968,1.0,2.6826423971115787e-08,28239783.56694244
2800,0.21087641331367174,4.8845862642219675,1.0,2.6809613418166123e-08,29248804.965897538
2900,0.21087476124641427,4.88459415972615,1.0,2.6792818630383408e-08,30257868.857992765
3000,0.2108731096513741,4.884602052639379,1.0,2.6776039829812248e-08,31266976.31967499
3100,0.21087145852841524,4.884609942962515,1.0,2.6759276350318828e-08,32276128.425594877
3200,0.21086980787740167,4.884617830696421,1.0,2.6742528858036962e-08,33285326.24865301
3300,0.21086815769819772,4.884625715841958,1.0,2.672579679785514e-08,34294570.86004574
3400,0.21086650799066745,4.884633598399986,1.0,2.6709080613862568e-08,35303863.329310626
3500,0.21086485875467503,4.884641478371365,1.0,2.669237986197004e-08,36313204.72437151
3600,0.21086320999008484,4.884649355756955,1.0,2.6675694764222158e-08,37322596.11158328
3700,0.21086156169676123,4.884657230557615,1.0,2.6659025431641226e-08,38332038.55577631
3800,0.2108599138745687,4.884665102774203,1.0,2.664237130911573e-08,39341533.12030051
3900,0.21085826652337158,4.884672972407579,1.0,2.6625732951757186e-08,40351080.86706905
4000,0.21085661964303473,4.884680839458598,1.0,2.660910991547638e-08,41360682.856601804
4100,0.21085497323342256,4.884688703928119,1.0,2.659250242231792e-08,42370340.148068435
4200,0.21085332729439982,4.884696565816998,1.0,2.657591069432641e-08,43380053.79933115
4300,0.2108516818258312,4.88470442512609,1.0,2.655933428741264e-08,44389824.86698715
4400,0.21085003682758138,4.8847122818562525,1.0,2.6542773201576608e-08,45399654.40641075
4500,0.21084839229951566,4.884720136008339,1.0,2.6526227769885224e-08,46409543.47179526
4600,0.21084674824149857,4.884727987583206,1.0,2.6509697548249278e-08,47419493.116194464
4700,0.21084510465339515,4.884735836581706,1.0,2.649318264769107e-08,48429504.39156384
4800,0.21084346153507064,4.884743683004694,1.0,2.6476683512299815e-08,49439578.3488015
4900,0.21084181888639003,4.884751526853022,1.0,2.646019936491939e-08,50449716.03778882
5000,0.21084017670721864,4.884759368127543,1.0,2.644373076066131e-08,51459918.50743076
5100,0.21083853499742183,4.88476720682911,1.0,2.642727747748097e-08,52470186.805695936
5200,0.21083689375686507,4.884775042958574,1.0,2.641083951537837e-08,53480521.97965637
5300,0.21083525298541345,4.884782876516786,1.0,2.6394416985375813e-08,54490925.07552699
5400,0.21083361268293246,4.884790707504597,1.0,2.637800955440639e-08,55501397.13870485
5500,0.21083197284928779,4.884798535922857,1.0,2.6361617444514707e-08,56511939.21380806
5600,0.21083033348434502,4.884806361772417,1.0,2.634524054467846e-08,57522552.34471444
5700,0.21082869458797016,4.884814185054125,1.0,2.6328879076942258e-08,58533237.57459995
5800,0.21082705616002856,4.8848220057688305,1.0,2.6312532375172282e-08,59543995.94597681
5900,0.21082541820038606,4.884829823917381,1.0,2.6296201105502348e-08,60554828.50073139
6000,0.2108237807089089,4.884837639500626,1.0,2.6279885156910154e-08,61565736.28016185
6100,0.21082214368546295,4.884845452519412,1.0,2.626358408530649e-08,62576720.325015485
6200,0.21082050712991476,4.884853262974585,1.0,2.624729844580287e-08,63587781.67552585
6300,0.21081887104212976,4.884861070866992,1.0,2.6231027905332382e-08,64598921.37144965
6400,0.2108172354219746,4.884868876197479,1.0,2.621477246389503e-08,65610140.45210335
6500,0.21081560026931573,4.884876678966892,1.0,2.619853201046851e-08,66621439.956399575
6600,0.21081396558401944,4.884884479176074,1.0,2.6182306545052825e-08,67632820.92288327
6700,0.2108123313659521,4.884892276825872,1.0,2.6166096400714878e-08,68644284.38976762
6800,0.21081069761498009,4.884900071917128,1.0,2.6149900911320856e-08,69655831.39496967
6900,0.21080906433097074,4.884907864450687,1.0,2.6133720743004574e-08,70667462.97614591
7000,0.2108074315137903,4.884915654427391,1.0,2.6117555562699124e-08,71679180.17072736
7100,0.21080579916330572,4.884923441848082,1.0,2.6101405259382204e-08,72690984.01595464
7200,0.21080416727938406,4.884931226713604,1.0,2.6085269944076117e-08,73702875.54891282
7300,0.21080253586189193,4.884939009024797,1.0,2.6069149616780862e-08,74714855.80656587
7400,0.210800904910697,4.884946788782503,1.0,2.605304427749644e-08,75726925.82579106
7500,0.21079927442566618,4.884954565987561,1.0,2.6036954037245152e-08,76739086.64341313
