Timestep (s),Sum Voltage (V),Carry Out Voltage (V),Sum Error Rate (Dimless),Carry Out Error Rate (Dimless),Energy Dissipation (J)
0,0.2543208513072255,0.20017657276875542,1.0,1.1168843404796291e-05,1055291.3988564562
100,0.2542999312594477,0.20017702383497438,1.0,1.1169160814672452e-05,2110576.8839178346
200,0.2542790228787898,0.20017747475287473,1.0,1.116947812895841e-05,3165856.4607339688
300,0.25425812615396315,0.2001779255225528,1.0,1.1169795347321099e-05,4221130.134839539
400,0.2542372410740949,0.20017837614508,1.0,1.1170112470759719e-05,5276397.911754118
500,0.2542163676287245,0.20017882661978187,1.0,1.1170429499052226e-05,6331659.79698225
600,0.2541955058078008,0.2001792769459343,1.0,1.1170746431199419e-05,7386915.796013463
700,0.2541746556016786,0.20017972712493357,1.0,1.1171063267978454e-05,8442165.914322361
800,0.25415381700111567,0.20018017715585032,1.0,1.1171380009389331e-05,9497410.15736866
900,0.2541329899972696,0.2001806270394083,1.0,1.1171696655543073e-05,10552648.53059723
1000,0.25411217458169466,0.20018107677570965,1.0,1.1172013206772746e-05,11607881.039438171
1100,0.25409137074633903,0.20018152636418574,1.0,1.1172329662412217e-05,12663107.68930684
1200,0.25407057848354136,0.20018197580602895,1.0,1.1172646023238642e-05,13718328.48560394
1300,0.25404979778602804,0.20018242510030207,1.0,1.1172962288918953e-05,14773543.433715526
1400,0.2540290286469102,0.20018287424775075,1.0,1.1173278459453151e-05,15828752.539013091
1500,0.2540082710596807,0.20018332324755603,1.0,1.1173594534730213e-05,16883955.806853596
1600,0.25398752501821137,0.20018377210018426,1.0,1.1173910514861163e-05,17939153.242579542
1700,0.25396679051675,0.20018422080583312,1.0,1.1174226400179066e-05,18994344.85151901
1800,0.2539460675499172,0.20018466936459955,1.0,1.11745421905729e-05,20049530.638985697
1900,0.2539253561127043,0.2001851177766306,1.0,1.1174857886042666e-05,21104710.610279
2000,0.2539046562004698,0.20018556604206736,1.0,1.117517348692143e-05,22159884.77068404
2100,0.25388396780893707,0.20018601416053253,1.0,1.1175488992543059e-05,23215053.12547173
2200,0.25386329093419124,0.20018646213272315,1.0,1.1175804403684708e-05,24270215.679898806
2300,0.25384262557267684,0.20018690995826377,1.0,1.1176119720346378e-05,25325372.4392079
2400,0.25382197172119464,0.20018735763664083,1.0,1.1176434941750912e-05,26380523.408627562
2500,0.2538013293768994,0.2001878051693097,1.0,1.1176750068675467e-05,27435668.59337234
2600,0.253780698537297,0.20018825255534445,1.0,1.117706510100902e-05,28490807.998642806
2700,0.25376007920024185,0.2001886997951352,1.0,1.1177380039084639e-05,29545941.62962562
2800,0.25373947136393427,0.20018914688889247,1.0,1.1177694882569256e-05,30601069.491493564
2900,0.2537188750269178,0.20018959383652069,1.0,1.117800963146287e-05,31656191.58940562
3000,0.25369829018807677,0.20019004063825327,1.0,1.1178324286320596e-05,32711307.928506985
3100,0.2536777168466338,0.2001904872937505,1.0,1.1178638846476296e-05,33766418.513929136
3200,0.25365715500214725,0.20019093380397007,1.0,1.117895331270713e-05,34821523.35078987
3300,0.25363660465450844,0.20019138016805002,1.0,1.117926768434696e-05,35876622.44419338
3400,0.2536160658039397,0.20019182638708702,1.0,1.1179581962394991e-05,36931715.79923025
3500,0.2535955384509914,0.20019227246059876,1.0,1.1179896146296109e-05,37986803.42097756
3600,0.25357502259653997,0.200192718388562,1.0,1.1180210235939292e-05,39041885.314498916
3700,0.25355451824178515,0.20019316417107352,1.0,1.118052423176863e-05,40096961.484844446
3800,0.2535340253882478,0.2001936098082891,1.0,1.1180838133451054e-05,41152031.93705093
3900,0.25351354403776755,0.20019405529992185,1.0,1.1181151941208611e-05,42207096.67614181
4000,0.2534930741925002,0.2001945006468674,1.0,1.1181465655152323e-05,43262155.70712722
4100,0.2534726158549159,0.2001949458492963,1.0,1.1181779275948323e-05,44317209.03500405
4200,0.25345216902779616,0.2001953909069312,1.0,1.1182092802819454e-05,45372256.66475599
4300,0.2534317337142323,0.20019583581960707,1.0,1.1182406236098785e-05,46427298.60135359
4400,0.2534113099176225,0.20019628058704708,1.0,1.1182719575342226e-05,47482334.84975429
4500,0.2533908976416703,0.20019672521051077,1.0,1.118303282166e-05,48537365.41490246
4600,0.2533704968903817,0.20019716968976106,1.0,1.1183345974608017e-05,49592390.30172947
4700,0.2533501076680635,0.20019761402457797,1.0,1.1183659034186277e-05,50647409.51515372
4800,0.2533297299793206,0.2001980582147829,1.0,1.1183972000061715e-05,51702423.06008068
4900,0.2533093638290543,0.20019850226093966,1.0,1.1184284873011485e-05,52757430.94140295
5000,0.25328900922245995,0.2001989461634289,1.0,1.1184597652702521e-05,53812433.164000295
5100,0.25326866616502486,0.20019938992221692,1.0,1.118491033991198e-05,54867429.7327397
5200,0.25324833466252616,0.2001998335369291,1.0,1.1185222933751682e-05,55922420.65247541
5300,0.25322801472102885,0.2002002770080833,1.0,1.1185535434665717e-05,56977405.92804896
5400,0.2532077063468836,0.20020072033563174,1.0,1.1185847842765106e-05,58032385.56428925
5500,0.25318740954672475,0.20020116351946135,1.0,1.1186160157605762e-05,59087359.566012576
5600,0.25316712432746824,0.20020160655982083,1.0,1.1186472379853818e-05,60142327.93802266
5700,0.25314685069630977,0.20020204945727238,1.0,1.1186784509731318e-05,61197290.68511071
5800,0.2531265886607227,0.2002024922117302,1.0,1.1187096547238262e-05,62252247.81205545
5900,0.25310633822845585,0.20020293482235124,1.0,1.1187408491597495e-05,63307199.32362321
6000,0.25308609940753196,0.20020337729034035,1.0,1.1187720343364127e-05,64362145.22456789
6100,0.25306587220624555,0.20020381961567965,1.0,1.1188032103315315e-05,65417085.519631065
6200,0.253045656633161,0.20020426179878562,1.0,1.118834377100697e-05,66472020.21354202
6300,0.2530254526971105,0.20020470383918054,1.0,1.1188655346439091e-05,67526949.31101778
6400,0.2530052604071925,0.20020514573741796,1.0,1.1188966830055769e-05,68581872.81676316
6500,0.2529850797727697,0.2002055874931696,1.0,1.118927822130189e-05,69636790.73547079
6600,0.25296491080346695,0.20020602910655683,1.0,1.1189589520510523e-05,70691703.07182118
6700,0.2529447535091698,0.20020647057808943,1.0,1.1189900727903712e-05,71746609.83048278
6800,0.25292460790002236,0.20020691190773837,1.0,1.1190211843703501e-05,72801511.01611197
6900,0.25290447398642585,0.20020735309505525,1.0,1.1190522867243757e-05,73856406.63335314
7000,0.25288435177903634,0.2002077941409341,1.0,1.1190833799079591e-05,74911296.68683873
7100,0.2528642412887635,0.20020823504542754,1.0,1.1191144639655093e-05,75966181.18118925
7200,0.2528441425267684,0.20020867580822616,1.0,1.1191455388637195e-05,77021060.12101336
7300,0.25282405550446213,0.20020911643004927,1.0,1.1191766046469986e-05,78075933.51090786
7400,0.25280398023350364,0.20020955691021192,1.0,1.1192076612487334e-05,79130801.3554578
7500,0.2527839167257986,0.20020999724976704,1.0,1.1192387087466393e-05,80185663.65923642
7600,0.2527638649934972,0.20021043744833875,1.0,1.119269747162921e-05,81240520.42680533
7700,0.25274382504899273,0.20021087750615807,1.0,1.1193007764642715e-05,82295371.66271442
7800,0.25272379690491986,0.2002113174233863,1.0,1.1193317966284866e-05,83350217.37150198
7900,0.25270378057415305,0.20021175719992432,1.0,1.1193628077221796e-05,84405057.55769472
8000,0.25268377606980474,0.20021219683645314,1.0,1.1193938097564526e-05,85459892.22580779
8100,0.2526637834052239,0.20021263633250685,1.0,1.1194248026979992e-05,86514721.38034484
8200,0.2526438025939944,0.20021307568833568,1.0,1.1194557865579213e-05,87569545.02579807
8300,0.2526238336499333,0.20021351490394815,1.0,1.1194867613695259e-05,88624363.16664827
8400,0.2526038765870894,0.20021395397997813,1.0,1.119517727143915e-05,89679175.80736482
8500,0.2525839314197417,0.20021439291618706,1.0,1.1195486838810886e-05,90733982.95240578
8600,0.25256399816239783,0.20021483171264198,1.0,1.1195796315588424e-05,91788784.60621788
8700,0.25254407682979224,0.20021527036934783,1.0,1.1196105701882786e-05,92843580.77323663
8800,0.25252416743688505,0.20021570888721826,1.0,1.119641499858215e-05,93898371.45788631
8900,0.25250426999886044,0.20021614726583786,1.0,1.1196724205131403e-05,94953156.66457999
9000,0.25248438453112504,0.20021658550509433,1.0,1.119703332119748e-05,96007936.39771964
9100,0.2524645110493066,0.20021702360567456,1.0,1.1197342347890604e-05,97062710.66169608
9200,0.25244464956925233,0.20021746156751533,1.0,1.1197651285099752e-05,98117479.4608891
9300,0.25242480010702767,0.2002178993906687,1.0,1.1197960132269813e-05,99172242.79966746
9400,0.2524049626789146,0.20021833707548295,1.0,1.1198268889844876e-05,100227000.68238892
9500,0.25238513730141043,0.20021877462239587,1.0,1.1198577558380052e-05,101281753.11340028
9600,0.2523653239912263,0.20021921203061285,1.0,1.1198886137098185e-05,102336500.09703748
9700,0.25234552276528566,0.20021964930108477,1.0,1.119919462666541e-05,103391241.63762555
9800,0.2523257336407232,0.20022008643312966,1.0,1.1199503026970703e-05,104445977.73947868
9900,0.252305956634883,0.2002205234275524,1.0,1.1199811337903043e-05,105500708.4069003
10000,0.25228619176531747,0.20022096028438688,1.0,1.1200119560128563e-05,106555433.64418307
10100,0.252266439049786,0.20022139700412667,1.0,1.1200427693536241e-05,107610153.45560892
10200,0.25224669850625364,0.2002218335860353,1.0,1.1200735737681988e-05,108664867.8454491
10300,0.2522269701528895,0.20022227003101933,1.0,1.1201043693453983e-05,109719576.81796424
10400,0.25220725400806554,0.20022270633878556,1.0,1.1201351560297113e-05,110774280.37740435
