Timestep (s),Sum Voltage (V),Carry Out Voltage (V),Sum Error Rate (Dimless),Carry Out Error Rate (Dimless),Energy Dissipation (J)
0,0.0006647121800114806,4.999974489512602,8.08242361927114e-13,1.0,1481786.1067961783
100,0.0013266942145647512,4.99994897906482,8.665290707199347e-13,1.0,2983167.9851444
200,0.0019859560706495917,4.999923468680684,9.28368493191556e-13,1.0,4504364.56205485
300,0.0026425077203848756,4.999897958384142,9.940936962493652e-13,1.0,6045590.839837819
400,0.0032963591360048975,4.999872448199055,1.0635936575909e-12,1.0,7607057.886501575
500,0.003947520282819797,4.999846938149204,1.1374234887284729e-12,1.0,9188972.83169763
600,0.0045960011153522795,4.999821428258289,1.2159162565694714e-12,1.0,10791538.867847327
700,0.00524181157211803,4.999795918549922,1.2991829834163582e-12,1.0,12414955.256092055
800,0.005884961570022515,4.999770409047636,1.3873346915715956e-12,1.0,14059417.336719615
900,0.006525461003341995,4.999744899774878,1.4808154702450338e-12,1.0,15725116.543730276
1000,0.007163319739411589,4.999719390755016,1.5802914532514478e-12,1.0,17412240.42321796
1100,0.007798547614592882,4.999693882011331,1.6850965067760626e-12,1.0,19120972.655254662
1200,0.00843115443382068,4.999668373567025,1.7965628984484283e-12,1.0,20851493.078979336
1300,0.009061149966524252,4.999642865445216,1.914246539058695e-12,1.0,22603977.720605902
1400,0.009688543945375248,4.999617357668938,2.0390356070265625e-12,1.0,24378598.824078776
1500,0.010313346065756871,4.999591850261145,2.171374191561881e-12,1.0,26175524.884118117
1600,0.010935565982885413,4.999566343244707,2.3111512703621884e-12,1.0,27994920.681410547
1700,0.011555213309232164,4.999540836642414,2.4591439995447217e-12,1.0,29836947.319714893
1800,0.012172297616455217,4.99951533047697,2.6154634014119438e-12,1.0,31701762.264665782
1900,0.012786896383881015,4.999489824771,2.781108676686017e-12,1.0,33589519.38406692
2000,0.013398950843139428,4.999464319547045,2.956079825366942e-12,1.0,35500368.98950334
2100,0.014008470434193714,4.999438814827567,3.140598892059643e-12,1.0,37434457.879053
2200,0.0146154645509845,4.999413310634942,3.335887122091208e-12,1.0,39391929.38097142
2300,0.015219942540313352,4.999387806991468,3.5420555377640994e-12,1.0,41372923.398173906
2400,0.015821913703063836,4.999362303919358,3.75965925059063e-12,1.0,43377576.45337522
2500,0.016421387292348766,4.999336801440745,3.9892533720831125e-12,1.0,45406021.734752834
2600,0.01701837251278158,4.999311299577682,4.231615058358784e-12,1.0,47458389.1420105
2700,0.017612878521533787,4.999285798352139,4.487299420929958e-12,1.0,49534805.33272806
2800,0.018205256968505182,4.999260297786002,4.756861571308946e-12,1.0,51635393.768871404
2900,0.018795226032035126,4.99923479790108,5.041300710217911e-12,1.0,53760274.76346955
3000,0.019382797195514962,4.999209298719099,5.340838882261778e-12,1.0,55909565.52717161
3100,0.019967981884640874,4.999183800261704,5.6563642658602475e-12,1.0,58083380.21479575
3200,0.0205507914678659,4.99915830255046,5.989098106340407e-12,1.0,60281829.97170409
3300,0.021131237256547163,4.999132805606848,6.339262448307181e-12,1.0,62505022.97995526
3400,0.021709330505233593,4.999107309452272,6.707745470180271e-12,1.0,64753064.504174665
3500,0.02228508241206615,4.999081814108052,7.0958794395892255e-12,1.0,67026056.937088236
3600,0.022858504119162737,4.9990563195954305,7.503997423441433e-12,1.0,69324099.84467158
3700,0.023429606712799363,4.999030825935567,7.933098622459056e-12,1.0,71647290.01087084
3800,0.023998401223807236,4.999005333149542,7.911893362688716e-12,1.0,73995721.48185712
3900,0.024564898627857767,4.998979841258355,8.859357691903824e-12,1.0,76369485.60978012
4000,0.02512910984583566,4.998954350282926,9.358069874565444e-12,1.0,78768671.09599142
4100,0.025691045744050286,4.998928860244093,9.882095142188518e-12,1.0,81193364.03371115
