Timestep (s),Sum Voltage (V),Carry Out Voltage (V),Sum Error Rate (Dimless),Carry Out Error Rate (Dimless),Energy Dissipation (J)
0,0.19989808652967492,0.2001776978559692,1.0,1.116963513125846e-05,1055294.7127980196
100,0.1998986258700387,0.20017815540499187,1.0,1.1169957125134466e-05,2110583.5136868665
200,0.19989916504894834,0.20017861278292115,1.0,1.117027900698897e-05,3165866.4082158776
300,0.19989970406653843,0.2001790699903775,1.0,1.1170600778043216e-05,4221143.401919274
400,0.199900242922987,0.20017952702673406,1.0,1.1170922437409025e-05,5276414.500316182
500,0.19990078161851538,0.2001799838928664,1.0,1.1171243985752533e-05,6331679.708673547
600,0.19990132015349832,0.20018044058836063,1.0,1.1171565422962715e-05,7386939.0323910955
700,0.1999018585285039,0.20018089711328124,1.0,1.117188674848446e-05,8442192.476941803
800,0.19990239674429178,0.20018135346834257,1.0,1.1172207963650038e-05,9497440.047783753
900,0.1999029348018123,0.2001818096528235,1.0,1.1172529067460246e-05,10552681.750360174
1000,0.1999034727022044,0.20018226566763975,1.0,1.1172850060692241e-05,11607917.590099515
1100,0.19990401044679415,0.20018272151297076,1.0,1.1173170943123978e-05,12663147.572415486
1200,0.19990454803709382,0.2001831771883917,1.0,1.117349171486648e-05,13718371.702707116
1300,0.19990508547479993,0.20018363269417266,1.0,1.1173812375919745e-05,14773589.9863588
1400,0.19990562276179197,0.2001840880306713,1.0,1.117413292650582e-05,15828802.428740352
1500,0.19990615990013086,0.2001845431982478,1.0,1.1174453367179815e-05,16884009.03520705
1600,0.19990669689205792,0.20018499819657898,1.0,1.1174773697164575e-05,17939209.811099708
1700,0.19990723373999306,0.20018545302606683,1.0,1.1175093917237255e-05,18994404.76174471
1800,0.19990777044653335,0.20018590768680047,1.0,1.117541402706479e-05,20049593.89245406
1900,0.19990830701445209,0.200186362178384,1.0,1.1175734026536155e-05,21104777.208525438
2000,0.19990884344669718,0.20018681650188258,1.0,1.1176053916428508e-05,22159954.71524225
2100,0.1999093797463897,0.2001872706568344,1.0,1.1176373696297759e-05,23215126.417873688
2200,0.19990991591682292,0.20018772464377857,1.0,1.1176693366587998e-05,24270292.321674746
2300,0.199910451961461,0.2001881784624058,1.0,1.1177012927188201e-05,25325452.431886323
2400,0.199910987883937,0.20018863211326832,1.0,1.1177332378431437e-05,26380606.753735233
2500,0.19991152368805187,0.2001890855962667,1.0,1.1177651719873616e-05,27435755.292434264
2600,0.19991205937777412,0.20018953891202795,1.0,1.1177970952180871e-05,28490898.053182237
2700,0.19991259495723737,0.20018999206024876,1.0,1.1178290075464226e-05,29546035.04116404
2800,0.19991313043073933,0.20019044504113304,1.0,1.117860908927959e-05,30601166.26155069
2900,0.19991366580274147,0.20019089785475996,1.0,1.1178927994293097e-05,31656291.719499383
3000,0.19991420107786667,0.20019135050145956,1.0,1.117924679006066e-05,32711411.420153532
3100,0.19991473626089862,0.20019180298140812,1.0,1.117956547724841e-05,33766525.368642814
3200,0.19991527135678033,0.2001922552948633,1.0,1.1179884055634304e-05,34821633.57008323
3300,0.19991580637061326,0.20019270744180304,1.0,1.1180202525440386e-05,35876736.02957716
3400,0.1999163413076559,0.20019315942198548,1.0,1.1180520886555634e-05,36931832.75221338
3500,0.19991687617332246,0.20019361123625973,1.0,1.1180839139424137e-05,37986923.743067145
3600,0.19991741097318236,0.20019406288474909,1.0,1.1181157284045895e-05,39042009.00720021
3700,0.19991794571295857,0.20019451436710317,1.0,1.1181475320198864e-05,40097088.5496609
3800,0.19991848039852642,0.2001949656836051,1.0,1.1181793248105087e-05,41152162.37548414
3900,0.19991901503591267,0.2001954168349273,1.0,1.11821110684307e-05,42207230.48969151
4000,0.1999195496312948,0.20019586782034382,1.0,1.118242878062059e-05,43262292.89729129
4100,0.1999200841909991,0.20019631864068216,1.0,1.1182746384563735e-05,44317349.6032785
4200,0.19992061872150033,0.2001967692960786,1.0,1.1183063881148314e-05,45372400.61263497
4300,0.19992115322942022,0.200197219786884,1.0,1.1183381270485349e-05,46427445.93032936
4400,0.19992168772152663,0.200197670113188,1.0,1.1183698552463817e-05,47482485.56131721
4500,0.19992222220473224,0.20019812027488482,1.0,1.1184015726861674e-05,48537519.510541014
