Timestep (s),Sum Voltage (V),Carry Out Voltage (V),Sum Error Rate (Dimless),Carry Out Error Rate (Dimless),Energy Dissipation (J)
0,4.650587210887461,0.20289655595441458,0.016601302623828862,1.3247237128588552e-05,1029504.5499300263
100,4.6506684852902245,0.20289617190914994,0.016553876339313933,1.324691924708965e-05,2059011.646651764
200,4.650749729635323,0.2028957879942535,0.016506583539613207,1.3246601480831899e-05,3088521.2970654424
300,4.650830943935512,0.2028954042096771,0.016459423867611234,1.3246283829371208e-05,4118033.5078581613
400,4.650912128203344,0.2028950205553792,0.016412396967156906,1.324596629326269e-05,5147548.285506091
500,4.650993282451173,0.20289463703131305,0.01636550248305635,1.3245648872062254e-05,6177065.636276865
600,4.651074406691161,0.20289425363743205,0.016318740061068593,1.3245331565769902e-05,7206585.5662322035
700,4.65115550093528,0.20289387037369302,0.016272109347899022,1.3245014374496655e-05,8236108.081230763
800,4.651236565195317,0.20289348724004963,0.016225609991196155,1.3244697298242514e-05,9265633.18693112
900,4.651317599482878,0.20289310423645698,0.016179241639544872,1.324438033667441e-05,10295160.888794951
1000,4.651398603809391,0.20289272136287084,0.01613300394246331,1.3244063490125413e-05,11324691.192090303
1100,4.651479578186112,0.2028923386192434,0.016086896550396523,1.3243746758040409e-05,12354224.101895021
1200,4.651560522624122,0.2028919560055328,0.016040919114713836,1.3243430140641443e-05,13383759.623100279
1300,4.651641437134338,0.20289157352169276,0.01599507128770239,1.3243113638261583e-05,14413297.760414135
1400,4.6517223217275125,0.20289119116767687,0.015949352722565036,1.3242797250234695e-05,15442838.518365249
1500,4.6518031764142345,0.20289080894344175,0.015903763073414456,1.3242480976893845e-05,16472381.901306543
1600,4.6518840012049365,0.20289042684894004,0.015858301995269053,1.3242164817683921e-05,17501927.913419005
1700,4.651964796109893,0.2028900448841268,0.01581296914405106,1.3241848773382081e-05,18531476.55871546
1800,4.652045561139228,0.2028896630489561,0.015767764176579324,1.3241532843544235e-05,19561027.841044348
1900,4.652126296302913,0.20288928134338338,0.015722686750568093,1.3241217027837315e-05,20590581.76409357
2000,4.652207001610771,0.2028888997673654,0.015677736524622676,1.3240901326705412e-05,21620138.33139429
2100,4.65228767707248,0.20288851832085203,0.015632913158234785,1.3240585739815458e-05,22649697.546324685
2200,4.6523683226975745,0.20288813700380043,0.015588216311779979,1.3240270267167453e-05,23679259.412113763
2300,4.652448938495447,0.20288775581616292,0.01554364564651367,1.3239954908650375e-05,24708823.931845088
2400,4.6525295244753515,0.20288737475789675,0.015499200824568127,1.3239639664264224e-05,25738391.108460493
2500,4.652610080646403,0.2028869938289545,0.01545488150894836,1.3239324534120023e-05,26767960.944763746
2600,4.652690607017582,0.2028866130292904,0.01541068736352913,1.323900951821777e-05,27797533.44342419
2700,4.652771103597736,0.20288623235886027,0.015366618053051728,1.3238694616113378e-05,28827108.606980313
2800,4.652851570395581,0.20288585181761837,0.015322673243120977,1.323837982802889e-05,29856686.437843274
2900,4.652932007419701,0.2028854714055162,0.015278852600201454,1.3238065153853285e-05,30886266.93830039
3000,4.653012414678554,0.20288509112251074,0.015235155791615274,1.3237750593697584e-05,31915850.110518504
3100,4.6530927921804714,0.20288471096855484,0.015191582485537425,1.323743614722872e-05,32945435.956547387
3200,4.653173139933658,0.2028843309436043,0.01514813235099477,1.3237121814779762e-05,33975024.478322975
3300,4.653253457946196,0.2028839510476106,0.015104805057862047,1.3236807596128664e-05,35004615.67767063
3400,4.653333746226045,0.20288357128053042,0.015061600276858322,1.3236493490831336e-05,36034209.55630826
3500,4.653414004781047,0.20288319164231722,0.01501851767954443,1.3236179499331868e-05,37063806.11584945
3600,4.653494233618921,0.2028828121329249,0.014975556938321977,1.323586562163026e-05,38093405.35780642
3700,4.65357443274727,0.2028824327523055,0.014932717726427902,1.323555185761549e-05,39123007.28359303
3800,4.653654602173581,0.2028820535004183,0.014889999717932811,1.3235238206510402e-05,40152611.894527614
3900,4.653734741905224,0.20288167437721294,0.014847402587738312,1.3234924669536241e-05,41182219.19183584
4000,4.653814851949459,0.20288129538264404,0.014804926011574127,1.3234611245693806e-05,42211829.17665342
4100,4.653894932313429,0.2028809165166673,0.014762569665995984,1.323429793564923e-05,43241441.85002879
4200,4.653974983004169,0.20288053777923531,0.014720333228381843,1.3233984738403315e-05,44271057.21292571
4300,4.654055004028599,0.20288015917030233,0.014678216376930342,1.3233671654844237e-05,45300675.26622582
4400,4.654134995393536,0.20287978068982238,0.014636218790657685,1.3233358684305863e-05,46330296.01073111
4500,4.654214957105682,0.20287940233775156,0.014594340149395646,1.323304582712126e-05,47359919.447166294
4600,4.654294889171639,0.2028790241140398,0.014552580133787685,1.3232733083068382e-05,48389545.5761812
4700,4.654374791597897,0.202878646018643,0.014510938425287945,1.3232420452036209e-05,49419174.398353025
4800,4.654454664390845,0.20287826805151415,0.014469414706158146,1.3232107934246784e-05,50448805.91418854
4900,4.654534507556765,0.20287789021260696,0.014428008659465474,1.3231795529478063e-05,51478440.124126256
5000,4.654614321101836,0.2028775125018773,0.014386719969079809,1.3231483237730046e-05,52508077.0285385
5100,4.654694105032139,0.2028771349192773,0.014345548319670498,1.3231171059002733e-05,53537716.62773348
5200,4.654773859353648,0.2028767574647616,0.01430449339670592,1.3230858992741013e-05,54567358.921957195
5300,4.654853584072241,0.2028763801382838,0.014263554886449703,1.3230547039833063e-05,55597003.91139545
5400,4.654933279193695,0.2028760029397973,0.014222732475958733,1.3230235199390705e-05,56626651.59617564
5500,4.655012944723685,0.20287562586925761,0.014182025853081481,1.3229923471969052e-05,57656301.976368584
5600,4.6550925806677945,0.20287524892661488,0.014141434706454015,1.3229611857235035e-05,58685955.05199027
5700,4.655172187031505,0.20287487211182428,0.01410095872549988,1.3229300354966611e-05,59715610.823003575
5800,4.655251763820204,0.20287449542484132,0.014060597600425773,1.322898896516378e-05,60745269.28931991
5900,4.655331311039183,0.20287411886561765,0.0140203510222211,1.3228677688492674e-05,61774930.4508008
6000,4.65541082869364,0.2028737424341052,0.01398021868265431,1.3228366524065116e-05,62804594.3072595
6100,4.655490316788676,0.20287336613026125,0.013940200274272119,1.3228055472214173e-05,63834260.85846243
6200,4.655569775329302,0.2028729899540407,0.013900295490395842,1.3227744532495755e-05,64863930.10413069
6300,4.655649204320435,0.20287261390539266,0.01386050402512029,1.3227433705575997e-05,65893602.04394147
6400,4.6557286037669,0.2028722379842723,0.013820825573311324,1.3227122990899787e-05,66923276.67752939
6500,4.655807973673433,0.2028718621906343,0.013781259830603299,1.3226812388467124e-05,67952954.00448789
6600,4.655887314044676,0.2028714865244311,0.013741806493397513,1.3226501898166987e-05,68982634.0243705
6700,4.655966624885185,0.20287111098561605,0.013702465258860319,1.322619152022142e-05,70012316.73669209
6800,4.656045906199424,0.20287073557414392,0.013663235824919573,1.32258812545194e-05,71042002.14093007
6900,4.65612515799177,0.20287036028996888,0.013624117890264409,1.322557110061684e-05,72071690.23652562
7000,4.656204380266514,0.20286998513304236,0.013585111154341134,1.3225261059290894e-05,73101381.0228848
7100,4.6562835730278564,0.20286961010331822,0.013546215317353782,1.3224951129653384e-05,74131074.49937965
7200,4.656362736279912,0.20286923520075034,0.013507430080260674,1.3224641312259422e-05,75160770.66534927
7300,4.656441870026712,0.20286886042529323,0.013468755144770972,1.3224331606442874e-05,76190469.52010092
7400,4.656520974272199,0.20286848577689845,0.013430190213344906,1.3224022012758851e-05,77220171.06291093
7500,4.656600049020233,0.202868111255522,0.013391734989191217,1.322371253098531e-05,78249875.29302576
7600,4.6566790942745895,0.20286773686111528,0.013353389176264385,1.3223403160900205e-05,79279582.20966291
7700,4.656758110038959,0.20286736259363194,0.01331515247926296,1.3223093902392513e-05,80309291.81201188
7800,4.656837096316951,0.20286698845302678,0.013277024603628673,1.3222784755906325e-05,81339004.09923498
7900,4.6569160531120914,0.2028666144392509,0.013239005255542113,1.3222475721108573e-05,82368719.07046832
8000,4.656994980427824,0.20286624055225905,0.013201094141923608,1.322216679766619e-05,83398436.72482252
8100,4.657073878267512,0.20286586679200339,0.013163290970429453,1.3221857986023267e-05,84428157.06138362
8200,4.657152746634436,0.2028654931584388,0.013125595449449912,1.3221549285846734e-05,85457880.07921381
8300,4.657231585531798,0.20286511965151713,0.013088007288108772,1.3221240697136594e-05,86487605.77735223
