Timestep (s),Sum Voltage (V),Carry Out Voltage (V),Sum Error Rate (Dimless),Carry Out Error Rate (Dimless),Energy Dissipation (J)
0,4.651237814016712,0.20177549867192746,0.0162248945446416,1.234957477791454e-05,1039502.9367417084
100,4.651318840957344,0.20177553091895115,0.01617853214357934,1.2349599746386275e-05,2079005.132854702
200,4.651399837952262,0.20177556315684084,0.01613230036377855,1.2349624707863605e-05,3118506.5963123376
300,4.651480805014159,0.20177559538558823,0.016086198855009393,1.2349649662457551e-05,4158007.3348745285
400,4.651561742155523,0.2017756276052041,0.01604022726799137,1.2349674610057093e-05,5197507.356089897
500,4.651642649388647,0.20177565981568218,0.015994385254386678,1.2349699550329163e-05,6237006.667298172
600,4.651723526725629,0.20177569201702028,0.01594867246679532,1.234972448371785e-05,7276505.27563284
700,4.651804374178381,0.2017757242092224,0.015903088558749445,1.2349749410334177e-05,8316003.188023975
800,4.651885191758628,0.2017757563922938,0.015857633184709674,1.2349774329734053e-05,9355500.411201227
900,4.6519659794779145,0.20177578856622871,0.01581230600005945,1.2349799241806458e-05,10394996.951697
1000,4.652046737347608,0.20177582073102876,0.015767106661099484,1.234982414699548e-05,11434492.815849725
1100,4.652127465378903,0.20177585288669767,0.015722034825045417,1.2349849045523165e-05,12473988.009807289
1200,4.652208163582822,0.20177588503322724,0.01567709015002061,1.2349873936834399e-05,13513482.539530553
1300,4.652288831970221,0.20177591717062288,0.015632272295054483,1.2349898821040206e-05,14552976.410796937
1400,4.652369470551793,0.20177594929888354,0.015587580920075728,1.2349923698140586e-05,15592469.6292041
1500,4.652450079338069,0.2017759814180105,0.015543015685909989,1.2349948568468605e-05,16631962.200173633
1600,4.652530658339422,0.20177601352800142,0.015498576254275642,1.2349973431469152e-05,17671454.128954843
1700,4.652611207566068,0.20177604562884932,0.015454262287778797,1.2349998287586317e-05,18710945.420628518
1800,4.652691727028071,0.20177607772056697,0.015410073449910855,1.2350023136709076e-05,19750436.080110744
1900,4.652772216735347,0.20177610980314117,0.01536600940504318,1.235004797883743e-05,20789926.11215671
2000,4.65285267669766,0.20177614187657866,0.0153220698184241,1.2350072813860358e-05,21829415.521364518
