Timestep (s),Sum Voltage (V),Carry Out Voltage (V),Sum Error Rate (Dimless),Carry Out Error Rate (Dimless),Energy Dissipation (J)
0,4.844730780838094,0.2361817985815503,1.0,1.0,866223.1748668177
100,4.8447536011446575,0.23616863620951445,1.0,1.0,1732494.841880416
200,4.844776413910977,0.23615547955694857,1.0,1.0,2598814.992729533
300,4.844799219139717,0.23614232862065151,1.0,1.0,3465183.6190942624
400,4.844822016833539,0.23612918339742556,1.0,1.0,4331600.712646094
500,4.844844806995105,0.23611604388407623,1.0,1.0,5198066.264844764
600,4.844867589627075,0.23610291007741277,1.0,1.0,6064580.267218972
700,4.844890364732109,0.23608978197424776,1.0,1.0,6931142.71141406
800,4.844913132312865,0.2360766595713971,1.0,1.0,7797753.58906714
900,4.844935892371999,0.23606354286568026,1.0,1.0,8664412.89180719
1000,4.844958644912168,0.23605043185392002,1.0,1.0,9531120.611255147
1100,4.844981389936026,0.2360373265329427,1.0,1.0,10397876.739024028
1200,4.845004127446227,0.23602422689957783,1.0,1.0,11264681.266719004
1300,4.845026857445423,0.23601113295065834,1.0,1.0,12131534.185937526
1400,4.845049579936266,0.23599804468302063,1.0,1.0,12998435.488269411
1500,4.845072294921404,0.23598496209350447,1.0,1.0,13865385.165296936
1600,4.845095002403487,0.23597188517895293,1.0,1.0,14732383.208594956
1700,4.845117702385163,0.23595881393621237,1.0,1.0,15599429.609730972
1800,4.845140394869076,0.23594574836213264,1.0,1.0,16466524.360265253
1900,4.845163079857873,0.23593268845356677,1.0,1.0,17333667.451750915
2000,4.845185757354196,0.2359196342073711,1.0,1.0,18200858.87573404
2100,4.845208427360689,0.2359065856204054,1.0,1.0,19068098.623753738
2200,4.8452310898799915,0.23589354268953272,1.0,1.0,19935386.687342256
2300,4.845253744914745,0.23588050541161934,1.0,1.0,20802723.058025092
2400,4.845276392467586,0.23586747378353476,1.0,1.0,21670107.727321055
2500,4.845299032541152,0.2358544478021521,1.0,1.0,22537540.68674238
2600,4.845321665138079,0.23584142746434708,1.0,1.0,23405021.927794807
2700,4.845344290261002,0.2358284127669995,1.0,1.0,24272551.441977676
2800,4.8453669079125525,0.23581540370699183,1.0,1.0,25140129.220784023
2900,4.845389518095364,0.23580240028120977,1.0,1.0,26007755.255700674
3000,4.845412120812065,0.23578940248654273,1.0,1.0,26875429.538208295
3100,4.845434716065285,0.23577641031988283,1.0,1.0,27743152.05978155
3200,4.8454573038576525,0.23576342377812567,1.0,1.0,28610922.811889127
3300,4.845479884191792,0.23575044285817004,1.0,1.0,29478741.785993874
3400,4.845502457070328,0.23573746755691785,1.0,1.0,30346608.97355284
3500,4.845525022495885,0.2357244978712743,1.0,1.0,31214524.366017397
3600,4.8455475804710835,0.23571153379814772,1.0,1.0,32082487.954833306
3700,4.845570130998545,0.2356985753344495,1.0,1.0,32950499.731440812
3800,4.845592674080887,0.23568562247709435,1.0,1.0,33818559.68727474
3900,4.8456152097207275,0.2356726752230001,1.0,1.0,34686667.81376455
4000,4.845637737920682,0.23565973356908784,1.0,1.0,35554824.102334455
4100,4.845660258683365,0.23564679751228157,1.0,1.0,36423028.54440348
4200,4.845682772011389,0.2356338670495086,1.0,1.0,37291281.13138555
4300,4.845705277907366,0.23562094217769913,1.0,1.0,38159581.85468958
4400,4.845727776373906,0.23560802289378685,1.0,1.0,39027930.70571956
4500,4.8457502674136155,0.2355951091947082,1.0,1.0,39896327.67587461
4600,4.845772751029103,0.23558220107740296,1.0,1.0,40764772.75654911
4700,4.845795227222974,0.23556929853881411,1.0,1.0,41633265.93913273
4800,4.84581769599783,0.23555640157588725,1.0,1.0,42501807.21501053
4900,4.845840157356275,0.23554351018557146,1.0,1.0,43370396.57556306
5000,4.845862611300908,0.23553062436481872,1.0,1.0,44239034.01216639
5100,4.845885057834329,0.23551774411058418,1.0,1.0,45107719.51619225
5200,4.845907496959135,0.23550486941982587,1.0,1.0,45976453.07900807
5300,4.845929928677921,0.2354920002895051,1.0,1.0,46845234.69197706
5400,4.845952352993282,0.23547913671658602,1.0,1.0,47714064.34645828
5500,4.84597476990781,0.23546627869803594,1.0,1.0,48582942.03380675
5600,4.845997179424097,0.23545342623082516,1.0,1.0,49451867.745373495
5700,4.84601958154473,0.23544057931192683,1.0,1.0,50320841.47250564
5800,4.846041976272297,0.23542773793831737,1.0,1.0,51189863.20654646
5900,4.846064363609385,0.23541490210697608,1.0,1.0,52058932.93883551
6000,4.846086743558579,0.23540207181488523,1.0,1.0,52928050.66070862
6100,4.846109116122459,0.23538924705903017,1.0,1.0,53797216.363498025
6200,4.846131481303608,0.2353764278363991,1.0,1.0,54666430.03853244
6300,4.846153839104605,0.2353636141439832,1.0,1.0,55535691.67713711
6400,4.846176189528026,0.2353508059787769,1.0,1.0,56405001.27063387
6500,4.846198532576448,0.2353380033377771,1.0,1.0,57274358.810341276
6600,4.846220868252445,0.23532520621798403,1.0,1.0,58143764.28757462
6700,4.846243196558588,0.23531241461640068,1.0,1.0,59013217.69364602
6800,4.84626551749745,0.23529962853003306,1.0,1.0,59882719.0198645
6900,4.846287831071598,0.23528684795589017,1.0,1.0,60752268.25753605
7000,4.846310137283601,0.2352740728909835,1.0,1.0,61621865.39796372
7100,4.846332436136024,0.23526130333232814,1.0,1.0,62491510.432447635
7200,4.846354727631429,0.23524853927694156,1.0,1.0,63361203.352285124
7300,4.846377011772379,0.2352357807218443,1.0,1.0,64230944.14877077
7400,4.846399288561435,0.23522302766405984,1.0,1.0,65100732.813196465
7500,4.846421558001155,0.23521028010061446,1.0,1.0,65970569.336851485
7600,4.846443820094096,0.23519753802853738,1.0,1.0,66840453.711022586
7700,4.8464660748428114,0.23518480144486067,1.0,1.0,67710385.92699401
7800,4.846488322249855,0.23517207034661916,1.0,1.0,68580365.97604764
7900,4.846510562317778,0.23515934473085076,1.0,1.0,69450393.84946296
8000,4.84653279504913,0.23514662459459604,1.0,1.0,70320469.5385172
8100,4.846555020446459,0.23513390993489844,1.0,1.0,71190593.03448543
8200,4.84657723851231,0.23512120074880427,1.0,1.0,72060764.3286405
8300,4.8465994492492275,0.23510849703336276,1.0,1.0,72930983.41225325
8400,4.846621652659754,0.2350957987856257,1.0,1.0,73801250.27659246
8500,4.846643848746428,0.23508310600264795,1.0,1.0,74671564.912925
8600,4.84666603751179,0.235070418681487,1.0,1.0,75541927.31251583
8700,4.846688218958376,0.23505773681920333,1.0,1.0,76412337.4666281
8800,4.8467103930887205,0.23504506041286014,1.0,1.0,77282795.36652322
8900,4.846732559905356,0.23503238945952337,1.0,1.0,78153301.0034609
9000,4.846754719410814,0.2350197239562616,1.0,1.0,79023854.36869922
9100,4.8467768716076245,0.23500706390014642,1.0,1.0,79894455.45349473
9200,4.846799016498313,0.2349944092882521,1.0,1.0,80765104.24910243
9300,4.846821154085405,0.23498176011765579,1.0,1.0,81635800.7467759
9400,4.846843284371425,0.23496911638543716,1.0,1.0,82506544.93776734
9500,4.846865407358894,0.2349564780886788,1.0,1.0,83377336.81332767
9600,4.8468875230503325,0.23494384522446607,1.0,1.0,84248176.3647065
9700,4.8469096314482565,0.23493121778988682,1.0,1.0,85119063.5831523
9800,4.846931732555182,0.23491859578203186,1.0,1.0,85989998.45991236
9900,4.846953826373625,0.23490597919799477,1.0,1.0,86860980.98623294
10000,4.846975912906095,0.23489336803487157,1.0,1.0,87732011.15335926
10100,4.846997992155103,0.23488076228976115,1.0,1.0,88603088.95253563
10200,4.847020064123157,0.23486816195976523,1.0,1.0,89474214.37500541
10300,4.847042128812763,0.23485556704198798,1.0,1.0,90345387.41201118
10400,4.847064186226426,0.23484297753353636,1.0,1.0,91216608.0547947
10500,4.847086236366646,0.23483039343152012,1.0,1.0,92087876.29459704
10600,4.8471082792359255,0.23481781473305152,1.0,1.0,92959192.12265864
10700,4.847130314836761,0.23480524143524567,1.0,1.0,93830555.5302193
10800,4.84715234317165,0.23479267353522007,1.0,1.0,94701966.5085183
10900,4.847174364243085,0.2347801110300952,1.0,1.0,95573425.0487944
11000,4.847196378053561,0.23476755391699397,1.0,1.0,96444931.142286
11100,4.847218384605567,0.23475500219304204,1.0,1.0,97316484.78023109
11200,4.84724038390159,0.23474245585536765,1.0,1.0,98188085.95386735
11300,4.847262375944117,0.23472991490110173,1.0,1.0,99059734.65443219
11400,4.8472843607356335,0.23471737932737777,1.0,1.0,99931430.87316287
11500,4.847306338278621,0.2347048491313319,1.0,1.0,100803174.60129644
11600,4.847328308575559,0.23469232431010298,1.0,1.0,101674965.83006991
11700,4.847350271628926,0.23467980486083226,1.0,1.0,102546804.55072026
11800,4.847372227441199,0.23466729078066376,1.0,1.0,103418690.75448446
11900,4.847394176014852,0.23465478206674403,1.0,1.0,104290624.43259957
12000,4.847416117352356,0.23464227871622229,1.0,1.0,105162605.5763028
12100,4.847438051456182,0.23462978072625026,1.0,1.0,106034634.17683151
12200,4.847459978328797,0.23461728809398238,1.0,1.0,106906710.22542334
12300,4.847481897972668,0.23460480081657528,1.0,1.0,107778833.71331617
12400,4.847503810390259,0.23459231889118867,1.0,1.0,108651004.6317483
12500,4.84752571558403,0.2345798423149845,1.0,1.0,109523222.97195838
12600,4.8475476135564435,0.23456737108512737,1.0,1.0,110395488.72518553
12700,4.847569504309955,0.23455490519878439,1.0,1.0,111267801.88266934
12800,4.847591387847021,0.23454244465312524,1.0,1.0,112140162.43565004
12900,4.847613264170094,0.2345299894453222,1.0,1.0,113012570.37536839
13000,4.847635133281626,0.23451753957254995,1.0,1.0,113885025.69306585
13100,4.847656995184067,0.23450509503198572,1.0,1.0,114757528.3799846
13200,4.847678849879864,0.23449265582080947,1.0,1.0,115630078.42736758
13300,4.847700697371462,0.23448022193620346,1.0,1.0,116502675.82645854
13400,4.847722537661303,0.23446779337535245,1.0,1.0,117375320.56850213
13500,4.847744370751829,0.23445537013544385,1.0,1.0,118248012.64474387
13600,4.847766196645479,0.23444295221366745,1.0,1.0,119120752.0464303
13700,4.847788015344688,0.23443053960721558,1.0,1.0,119993538.76480897
13800,4.847809826851892,0.234418132313283,1.0,1.0,120866372.79112847
13900,4.847831631169523,0.23440573032906725,1.0,1.0,121739254.11663856
14000,4.847853428300011,0.2343933336517678,1.0,1.0,122612182.73259014
14100,4.847875218245785,0.23438094227858697,1.0,1.0,123485158.63023536
14200,4.847897001009271,0.23436855620672958,1.0,1.0,124358181.80082761
14300,4.84791877659289,0.2343561754334027,1.0,1.0,125231252.23562162
14400,4.847940544999068,0.23434379995581595,1.0,1.0,126104369.92587349
14500,4.847962306230221,0.23433142977118146,1.0,1.0,126977534.86284073
14600,4.847984060288768,0.23431906487671364,1.0,1.0,127850747.03778233
14700,4.848005807177124,0.23430670526962954,1.0,1.0,128724006.44195879
14800,4.848027546897702,0.23429435094714848,1.0,1.0,129597313.06663215
14900,4.848049279452913,0.2342820019064924,1.0,1.0,130470666.90306611
15000,4.848071004845165,0.2342696581448855,1.0,1.0,131344067.94252601
15100,4.848092723076865,0.2342573196595543,1.0,1.0,132217516.17627889
15200,4.848114434150418,0.23424498644772795,1.0,1.0,133091011.59559354
15300,4.848136138068225,0.23423265850663794,1.0,1.0,133964554.19174057
15400,4.848157834832686,0.2342203358335182,1.0,1.0,134838143.95599243
15500,4.848179524446199,0.2342080184256049,1.0,1.0,135711780.87962347
15600,4.848201206911161,0.23419570628013667,1.0,1.0,136585464.95391
15700,4.848222882229963,0.2341833993943547,1.0,1.0,137459196.17013028
15800,4.848244550404997,0.23417109776550232,1.0,1.0,138332974.51956466
15900,4.848266211438653,0.23415880139082534,1.0,1.0,139206799.9934955
16000,4.848287865333316,0.23414651026757205,1.0,1.0,140080672.58320734
16100,4.8483095120913715,0.2341342243929928,1.0,1.0,140954592.27998692
16200,4.848331151715201,0.2341219437643407,1.0,1.0,141828559.07512313
16300,4.848352784207186,0.23410966837887082,1.0,1.0,142702572.95990717
16400,4.848374409569702,0.2340973982338409,1.0,1.0,143576633.92563257
16500,4.848396027805126,0.2340851333265109,1.0,1.0,144450741.96359515
16600,4.848417638915832,0.23407287365414303,1.0,1.0,145324897.0650932
16700,4.848439242904189,0.2340606192140019,1.0,1.0,146199099.22142735
16800,4.848460839772568,0.23404837000335452,1.0,1.0,147073348.42390087
16900,4.848482429523334,0.23403612601947013,1.0,1.0,147947644.66381946
17000,4.848504012158852,0.23402388725962037,1.0,1.0,148821987.93249145
17100,4.848525587681484,0.23401165372107924,1.0,1.0,149696378.22122777
17200,4.84854715609359,0.2339994254011228,1.0,1.0,150570815.52134198
17300,4.848568717397528,0.23398720229702977,1.0,1.0,151445299.8241504
17400,4.848590271595652,0.23397498440608083,1.0,1.0,152319831.12097216
17500,4.848611818690316,0.23396277172555918,1.0,1.0,153194409.40312904
17600,4.848633358683871,0.23395056425275026,1.0,1.0,154069034.66194576
17700,4.848654891578664,0.23393836198494172,1.0,1.0,154943706.88874996
17800,4.8486764173770425,0.23392616491942358,1.0,1.0,155818426.0748721
17900,4.84869793608135,0.2339139730534881,1.0,1.0,156693192.2116457
18000,4.848719447693928,0.23390178638442993,1.0,1.0,157568005.29040724
18100,4.848740952217116,0.23388960490954575,1.0,1.0,158442865.30249628
18200,4.848762449653251,0.2338774286261346,1.0,1.0,159317772.2392555
18300,4.848783940004668,0.2338652575314979,1.0,1.0,160192726.09203064
18400,4.848805423273698,0.23385309162293927,1.0,1.0,161067726.85217074
18500,4.848826899462673,0.23384093089776445,1.0,1.0,161942774.51102796
18600,4.84884836857392,0.2338287753532815,1.0,1.0,162817869.0599578
18700,4.848869830609765,0.23381662498680075,1.0,1.0,163693010.490319
18800,4.84889128557253,0.23380447979563485,1.0,1.0,164568198.79347375
18900,4.8489127334645366,0.23379233977709854,1.0,1.0,165443433.96078753
19000,4.848934174288103,0.23378020492850882,1.0,1.0,166318715.9836293
19100,4.8489556080455465,0.23376807524718474,1.0,1.0,167194044.85337144
19200,4.84897703473918,0.23375595073044791,1.0,1.0,168069420.56138995
19300,4.848998454371316,0.233743831375622,1.0,1.0,168944843.09906432
19400,4.8490198669442615,0.2337317171800328,1.0,1.0,169820312.45777765
19500,4.849041272460326,0.23371960814100845,1.0,1.0,170695828.62891665
19600,4.849062670921812,0.23370750425587916,1.0,1.0,171571391.60387176
19700,4.849084062331023,0.23369540552197737,1.0,1.0,172447001.3740371
19800,4.84910544669026,0.23368331193663777,1.0,1.0,173322657.9308105
19900,4.849126824001818,0.2336712234971972,1.0,1.0,174198361.26559374
20000,4.849148194267993,0.23365914020099465,1.0,1.0,175074111.36979228
20100,4.849169557491079,0.23364706204537133,1.0,1.0,175949908.23481554
20200,4.849190913673365,0.23363498902767058,1.0,1.0,176825751.85207683
20300,4.849212262817139,0.2336229211452378,1.0,1.0,177701642.21299344
20400,4.849233604924688,0.2336108583954209,1.0,1.0,178577579.30898666
20500,4.8492549399982945,0.2335988007755697,1.0,1.0,179453563.13148183
20600,4.8492762680402395,0.23358674828303605,1.0,1.0,180329593.6719083
20700,4.849297589052802,0.2335747009151743,1.0,1.0,181205670.92169958
20800,4.849318903038258,0.23356265866934067,1.0,1.0,182081794.87229335
20900,4.849340209998881,0.23355062154289366,1.0,1.0,182957965.51513144
21000,4.849361509936943,0.23353858953319376,1.0,1.0,183834182.84165996
21100,4.849382802854714,0.23352656263760374,1.0,1.0,184710446.84332928
21200,4.849404088754459,0.23351454085348844,1.0,1.0,185586757.51159406
21300,4.8494253676384425,0.2335025241782148,1.0,1.0,186463114.8379133
21400,4.849446639508927,0.233490512609152,1.0,1.0,187339518.81375045
21500,4.849467904368172,0.2334785061436711,1.0,1.0,188215969.4305733
21600,4.849489162218434,0.23346650477914555,1.0,1.0,189092466.67985418
21700,4.849510413061969,0.23345450851295071,1.0,1.0,189969010.55306986
21800,4.849531656901028,0.23344251734246413,1.0,1.0,190845601.04170167
21900,4.849552893737861,0.23343053126506547,1.0,1.0,191722238.13723552
22000,4.849574123574716,0.2334185502781364,1.0,1.0,192598921.83116198
22100,4.849595346413839,0.2334065743790609,1.0,1.0,193475652.11497617
22200,4.849616562257471,0.23339460356522462,1.0,1.0,194352428.980178
22300,4.849637771107853,0.23338263783401578,1.0,1.0,195229252.41827208
22400,4.849658972967222,0.23337067718282434,1.0,1.0,196106122.42076775
22500,4.849680167837815,0.23335872160904256,1.0,1.0,196983038.9791792
22600,4.849701355721864,0.2333467711100647,1.0,1.0,197860002.0850254
22700,4.8497225366215995,0.23333482568328678,1.0,1.0,198737011.72983027
22800,4.84974371053925,0.23332288532610743,1.0,1.0,199614067.90512258
22900,4.84976487747704,0.23331095003592686,1.0,1.0,200491170.6024361
23000,4.849786037437194,0.23329901981014767,1.0,1.0,201368319.81330958
23100,4.849807190421932,0.23328709464617434,1.0,1.0,202245515.52928677
23200,4.849828336433473,0.2332751745414135,1.0,1.0,203122757.74191648
23300,4.8498494754740324,0.23326325949327376,1.0,1.0,204000046.44275263
23400,4.8498706075458236,0.23325134949916576,1.0,1.0,204877381.6233543
23500,4.849891732651058,0.23323944455650217,1.0,1.0,205754763.2752857
23600,4.849912850791944,0.23322754466269774,1.0,1.0,206632191.39011624
23700,4.849933961970688,0.23321564981516915,1.0,1.0,207509665.95942065
23800,4.8499550661894935,0.23320376001133522,1.0,1.0,208387186.97477883
23900,4.8499761634505605,0.23319187524861676,1.0,1.0,209264754.4277761
24000,4.849997253756089,0.23317999552443663,1.0,1.0,210142368.31000304
24100,4.850018337108275,0.23316812083621963,1.0,1.0,211020028.61305568
24200,4.850039413509312,0.23315625118139258,1.0,1.0,211897735.32853544
24300,4.850060482961391,0.23314438655738437,1.0,1.0,212775488.4480492
24400,4.8500815454667014,0.23313252696162584,1.0,1.0,213653287.96320933
24500,4.850102601027429,0.2331206723915498,1.0,1.0,214531133.8656338
24600,4.8501236496457585,0.2331088228445912,1.0,1.0,215409026.14694604
24700,4.85014469132387,0.2330969783181867,1.0,1.0,216286964.79877517
24800,4.850165726063944,0.2330851388097753,1.0,1.0,217164949.81275588
24900,4.850186753868155,0.23307330431679774,1.0,1.0,218042981.18052855
25000,4.850207774738679,0.23306147483669687,1.0,1.0,218921058.89373928
25100,4.850228788677685,0.23304965036691738,1.0,1.0,219799182.9440399
25200,4.850249795687343,0.233037830904906,1.0,1.0,220677353.32308805
25300,4.85027079576982,0.2330260164481115,1.0,1.0,221555570.02254713
25400,4.850291788927279,0.23301420699398454,1.0,1.0,222433833.0340864
25500,4.850312775161882,0.23300240253997778,1.0,1.0,223312142.34938103
25600,4.850333754475788,0.2329906030835458,1.0,1.0,224190497.9601121
25700,4.850354726871152,0.23297880862214507,1.0,1.0,225068899.85796657
25800,4.85037569235013,0.2329670191532341,1.0,1.0,225947348.0346375
25900,4.850396650914871,0.23295523467427334,1.0,1.0,226825842.4818239
26000,4.850417602567526,0.2329434551827253,1.0,1.0,227704383.19123083
26100,4.85043854731024,0.23293168067605427,1.0,1.0,228582970.15456948
26200,4.850459485145158,0.23291991115172653,1.0,1.0,229461603.3635571
26300,4.8504804160744195,0.23290814660721026,1.0,1.0,230340282.80991718
26400,4.850501340100164,0.23289638703997564,1.0,1.0,231219008.48537934
26500,4.8505222572245295,0.2328846324474946,1.0,1.0,232097780.38167945
26600,4.850543167449647,0.2328728828272413,1.0,1.0,232976598.4905596
26700,4.850564070777649,0.23286113817669157,1.0,1.0,233855462.80376825
26800,4.850584967210664,0.2328493984933232,1.0,1.0,234734373.31306013
26900,4.850605856750818,0.23283766377461595,1.0,1.0,235613330.01019636
27000,4.850626739400234,0.23282593401805152,1.0,1.0,236492332.8869444
27100,4.850647615161033,0.23281420922111343,1.0,1.0,237371381.93507826
27200,4.850668484035334,0.23280248938128717,1.0,1.0,238250477.14637828
27300,4.850689346025253,0.23279077449605998,1.0,1.0,239129618.51263136
27400,4.8507102011329035,0.23277906456292127,1.0,1.0,240008806.02563092
27500,4.8507310493603955,0.2327673595793621,1.0,1.0,240888039.67717698
27600,4.850751890709837,0.23275565954287547,1.0,1.0,241767319.4590761
27700,4.850772725183335,0.23274396445095644,1.0,1.0,242646645.3631415
27800,4.850793552782991,0.23273227430110177,1.0,1.0,243526017.38119307
27900,4.850814373510907,0.23272058909081,1.0,1.0,244405435.5050574
28000,4.850835187369181,0.2327089088175819,1.0,1.0,245284899.72656778
28100,4.8508559943599066,0.23269723347891977,1.0,1.0,246164410.0375643
28200,4.8508767944851785,0.23268556307232796,1.0,1.0,247043966.42989385
28300,4.850897587747086,0.23267389759531262,1.0,1.0,247923568.8954101
28400,4.850918374147718,0.2326622370453819,1.0,1.0,248803217.42597362
28500,4.850939153689159,0.23265058142004558,1.0,1.0,249682912.0134519
28600,4.85095992637349,0.2326389307168154,1.0,1.0,250562652.64971936
28700,4.850980692202793,0.232627284933205,1.0,1.0,251442439.32665733
28800,4.851001451179144,0.2326156440667299,1.0,1.0,252322272.03615415
28900,4.851022203304618,0.23260400811490742,1.0,1.0,253202150.77010524
29000,4.851042948581288,0.23259237707525657,1.0,1.0,254082075.52041304
29100,4.851063687011223,0.23258075094529845,1.0,1.0,254962046.27898708
29200,4.85108441859649,0.23256912972255586,1.0,1.0,255842063.03774405
29300,4.851105143339153,0.23255751340455344,1.0,1.0,256722125.78860775
29400,4.851125861241275,0.23254590198881778,1.0,1.0,257602234.52350923
29500,4.8511465723049145,0.23253429547287713,1.0,1.0,258482389.23438674
29600,4.851167276532128,0.23252269385426166,1.0,1.0,259362589.91318578
29700,4.8511879739249695,0.23251109713050339,1.0,1.0,260242836.55185914
29800,4.85120866448549,0.23249950529913607,1.0,1.0,261123129.14236695
29900,4.851229348215739,0.2324879183576953,1.0,1.0,262003467.6766767
30000,4.851250025117762,0.2324763363037185,1.0,1.0,262883852.14676324
30100,4.8512706951936035,0.2324647591347449,1.0,1.0,263764282.54460886
30200,4.8512913584453035,0.23245318684831548,1.0,1.0,264644758.86220333
30300,4.8513120148749005,0.23244161944197325,1.0,1.0,265525281.09154382
30400,4.85133266448443,0.23243005691326282,1.0,1.0,266405849.2246351
30500,4.851353307275926,0.2324184992597305,1.0,1.0,267286463.25348946
30600,4.851373943251418,0.2324069464789246,1.0,1.0,268167123.1701268
30700,4.851394572412934,0.2323953985683952,1.0,1.0,269047828.96657455
30800,4.851415194762499,0.23238385552569404,1.0,1.0,269928580.6348679
30900,4.851435810302136,0.23237231734837485,1.0,1.0,270809378.16704965
31000,4.851456419033864,0.23236078403399288,1.0,1.0,271690221.5551703
31100,4.851477020959702,0.23234925558010547,1.0,1.0,272571110.79128814
31200,4.851497616081662,0.23233773198427138,1.0,1.0,273452045.8674692
31300,4.851518204401758,0.2323262132440515,1.0,1.0,274333026.7757873
31400,4.851538785921999,0.23231469935700824,1.0,1.0,275214053.50832415
31500,4.851559360644392,0.23230319032070584,1.0,1.0,276095126.0571693
31600,4.851579928570939,0.23229168613271042,1.0,1.0,276976244.4144203
31700,4.851600489703643,0.23228018679058973,1.0,1.0,277857408.5721824
31800,4.851621044044503,0.23226869229191327,1.0,1.0,278738618.52256906
31900,4.851641591595514,0.23225720263425242,1.0,1.0,279619874.25770164
32000,4.85166213235867,0.2322457178151802,1.0,1.0,280501175.76970947
32100,4.851682666335962,0.2322342378322715,1.0,1.0,281382523.05073005
32200,4.851703193529377,0.23222276268310285,1.0,1.0,282263916.09290886
32300,4.851723713940902,0.23221129236525248,1.0,1.0,283145354.88839966
32400,4.851744227572518,0.23219982687630053,1.0,1.0,284026839.4293642
32500,4.851764734426206,0.23218836621382885,1.0,1.0,284908369.7079725
32600,4.851785234503943,0.23217691037542088,1.0,1.0,285789945.7164029
32700,4.851805727807704,0.2321654593586618,1.0,1.0,286671567.4468418
32800,4.85182621433946,0.2321540131611388,1.0,1.0,287553234.8914839
32900,4.851846694101182,0.23214257178044054,1.0,1.0,288434948.0425324
33000,4.851867167094836,0.23213113521415754,1.0,1.0,289316706.8921987
33100,4.851887633322385,0.23211970345988192,1.0,1.0,290198511.4327026
33200,4.851908092785791,0.23210827651520755,1.0,1.0,291080361.65627235
33300,4.851928545487014,0.2320968543777301,1.0,1.0,291962257.55514455
33400,4.851948991428007,0.23208543704504683,1.0,1.0,292844199.1215644
33500,4.851969430610725,0.23207402451475692,1.0,1.0,293726186.3477855
33600,4.851989863037119,0.23206261678446097,1.0,1.0,294608219.22607
33700,4.852010288709135,0.2320512138517615,1.0,1.0,295490297.7486887
33800,4.852030707628719,0.23203981571426271,1.0,1.0,296372421.90792096
33900,4.852051119797814,0.23202842236957053,1.0,1.0,297254591.6960547
34000,4.852071525218359,0.23201703381529235,1.0,1.0,298136807.10538656
34100,4.852091923892291,0.23200565004903764,1.0,1.0,299019068.12822187
34200,4.852112315821545,0.2319942710684173,1.0,1.0,299901374.7568747
34300,4.852132701008051,0.23198289687104398,1.0,1.0,300783726.9836678
34400,4.852153079453738,0.23197152745453203,1.0,1.0,301666124.80093277
34500,4.8521734511605334,0.2319601628164975,1.0,1.0,302548568.20101005
34600,4.8521938161303595,0.23194880295455814,1.0,1.0,303431057.1762489
34700,4.8522141743651375,0.23193744786633327,1.0,1.0,304313591.7190075
34800,4.852234525866785,0.23192609754944385,1.0,1.0,305196171.8216528
34900,4.852254870637218,0.23191475200151285,1.0,1.0,306078797.47656095
35000,4.852275208678347,0.23190341122016456,1.0,1.0,306961468.67611676
35100,4.852295539992084,0.2318920752030251,1.0,1.0,307844185.4127143
35200,4.852315864580334,0.23188074394772232,1.0,1.0,308726947.67875654
35300,4.852336182445003,0.23186941745188558,1.0,1.0,309609755.4666556
35400,4.852356493587992,0.23185809571314608,1.0,1.0,310492608.7688327
35500,4.852376798011199,0.2318467787291364,1.0,1.0,311375507.577718
35600,4.852397095716521,0.2318354664974911,1.0,1.0,312258451.8857511
35700,4.8524173867058495,0.23182415901584622,1.0,1.0,313141441.6853807
35800,4.852437670981077,0.2318128562818394,1.0,1.0,314024476.96906465
35900,4.852457948544091,0.2318015582931101,1.0,1.0,314907557.7292701
36000,4.852478219396775,0.23179026504729935,1.0,1.0,315790683.95847344
36100,4.852498483541012,0.23177897654204968,1.0,1.0,316673855.6491605
36200,4.852518740978683,0.23176769277500558,1.0,1.0,317557072.79382634
36300,4.852538991711662,0.23175641374381295,1.0,1.0,318440335.3849755
36400,4.8525592357418255,0.2317451394461193,1.0,1.0,319323643.4151218
36500,4.852579473071043,0.23173386987957398,1.0,1.0,320206996.8767886
36600,4.852599703701184,0.23172260504182773,1.0,1.0,321090395.7625088
36700,4.852619927634113,0.2317113449305331,1.0,1.0,321973840.0648247
36800,4.852640144871694,0.23170008954334428,1.0,1.0,322857329.7762881
36900,4.852660355415787,0.23168883887791686,1.0,1.0,323740864.88946044
37000,4.852680559268248,0.23167759293190832,1.0,1.0,324624445.39691275
37100,4.852700756430933,0.23166635170297764,1.0,1.0,325508071.29122573
37200,4.852720946905692,0.23165511518878537,1.0,1.0,326391742.5649896
37300,4.852741130694376,0.23164388338699382,1.0,1.0,327275459.2108045
37400,4.85276130779883,0.23163265629526686,1.0,1.0,328159221.2212801
37500,4.852781478220898,0.2316214339112699,1.0,1.0,329043028.58903587
37600,4.85280164196242,0.23161021623267,1.0,1.0,329926881.3067011
37700,4.852821799025233,0.23159900325713587,1.0,1.0,330810779.3669149
37800,4.852841949411173,0.2315877949823378,1.0,1.0,331694722.76232624
37900,4.852862093122073,0.2315765914059476,1.0,1.0,332578711.48559386
38000,4.852882230159761,0.23156539252563882,1.0,1.0,333462745.5293865
38100,4.8529023605260635,0.23155419833908644,1.0,1.0,334346824.88638294
38200,4.852922484222805,0.23154300884396734,1.0,1.0,335230949.54927176
38300,4.852942601251806,0.2315318240379597,1.0,1.0,336115119.5107516
