Timestep (s),Sum Voltage (V),Carry Out Voltage (V),Sum Error Rate (Dimless),Carry Out Error Rate (Dimless),Energy Dissipation (J)
0,12.451831814117822,12.499999865151944,-6.217248937900877e-15,-1.021405182655144e-13,1.0093977708379653e-18
50000,12.405928493201198,12.499999730304499,1.1102230246251565e-16,-1.021405182655144e-13,1.99156109366965e-18
100000,12.362183584073678,12.499999595458236,-2.220446049250313e-16,-1.0236256287043943e-13,2.9478527325832873e-18
150000,12.320495665583044,12.4999994606137,0.0,-1.0236256287043943e-13,3.8795508883395675e-18
200000,12.280768088713018,12.499999325771412,-2.220446049250313e-16,-1.021405182655144e-13,4.787859603243565e-18
250000,12.242908750562055,12.499999190931867,-2.220446049250313e-16,-1.021405182655144e-13,5.673913553010486e-18
300000,12.206829879280829,12.49999905609553,0.0,-1.0236256287043943e-13,6.5387824906607246e-18
350000,12.17244782939974,12.499998921262854,0.0,-1.021405182655144e-13,7.383475371805795e-18
400000,12.139682887009933,12.499998786434263,1.1102230246251565e-16,-1.021405182655144e-13,8.208944185068273e-18
450000,12.108459084295108,12.499998651610163,1.1102230246251565e-16,-1.021405182655144e-13,9.016087513038946e-18
500000,12.078704022941926,12.499998516790939,2.220446049250313e-16,-1.021405182655144e-13,9.805753842362951e-18
550000,12.050348705981577,12.499998381976958,4.440892098500626e-16,-1.021405182655144e-13,1.057874464499015e-17
600000,12.023327377644481,12.499998247168572,8.881784197001252e-16,-1.021405182655144e-13,1.1335817246509983e-17
650000,11.997577370829356,12.49999811236611,-2.220446049250313e-16,-1.021405182655144e-13,1.2077687498805038e-17
700000,11.973038961813469,12.499997977569894,1.0658141036401503e-13,-1.021405182655144e-13,1.2805032271587066e-17
750000,11.949655231848464,12.499997842780223,3.3306690738754696e-16,-1.0236256287043943e-13,1.3518491776625958e-17
800000,11.927371935307118,12.499997707997384,1.1102230246251565e-16,-1.021405182655144e-13,1.4218671737121774e-17
850000,11.906137374062832,12.49999757322165,-6.661338147750939e-16,-1.021405182655144e-13,1.49061454139678e-17
900000,11.885902277801124,12.499997438453283,-1.3322676295501878e-15,-1.021405182655144e-13,1.5581455499190945e-17
950000,11.8666196899772,12.499997303692528,-1.7763568394002505e-15,-1.021405182655144e-13,1.6245115886342706e-17
1000000,11.848244859148961,12.499997168939622,-1.0681677764523556e-10,-1.0236256287043943e-13,1.6897613326887945e-17
1050000,11.830735135428188,12.49999703419479,-2.677746913093415e-11,-1.0236256287043943e-13,1.753940898098398e-17
1100000,11.814049871805812,12.499996899458242,-6.621814208074284e-12,-1.021405182655144e-13,1.817093986960978e-17
1150000,11.798150330118942,12.499996764730186,-1.6264767310758543e-12,-1.021405182655144e-13,1.879262023594956e-17
1200000,11.7829995914392,12.499996630010813,-3.788080960021034e-13,-1.021405182655144e-13,1.940484282128169e-17
1250000,11.7685624706729,12.499996495300305,1.199040866595169e-14,-1.021405182655144e-13,2.0007980062411646e-17
1300000,11.754805435173369,12.49999636059884,4.453104551771503e-13,-1.0236256287043943e-13,2.0602385215182782e-17
1350000,11.741696527176003,12.499996225906582,1.7741363933510002e-12,-1.0236256287043943e-13,2.1188393410415365e-17
1400000,11.729205289875013,12.499996091223693,6.13442630026384e-12,-1.021405182655144e-13,2.1766322644866577e-17
