Timestep (s),Sum Voltage (V),Carry Out Voltage (V),Sum Error Rate (Dimless),Carry Out Error Rate (Dimless),Energy Dissipation (J)
0,12.499999820472265,0.00018681204709612587,-1.0236256287043943e-13,-1.0058620603103918e-13,1.3097517236874734e-16
50000,12.499999640912456,0.0003646090736030763,-1.0236256287043943e-13,-1.0014211682118912e-13,1.3290553563254027e-16
100000,12.499999461321842,0.0005338276782020277,-1.0236256287043943e-13,-9.947598300641403e-14,1.3476345566104827e-16
150000,12.4999992817014,0.0006948831683696932,-1.021405182655144e-13,-9.880984919163893e-14,1.365535902620002e-16
200000,12.499999102051715,0.0008481706160984436,-1.021405182655144e-13,-9.814371537686384e-14,1.3828021132777502e-16
250000,12.499998922373093,0.0009940658595426286,-1.021405182655144e-13,-9.747758156208874e-14,1.3994724166056664e-16
300000,12.499998742665596,0.0011329264221578293,-1.021405182655144e-13,-9.703349235223868e-14,1.41558304782441e-16
350000,12.499998562929067,0.0012650924489020165,-1.0236256287043943e-13,-9.658940314238862e-14,1.4311674172856867e-16
400000,12.499998383163149,0.0013908875700267315,-1.021405182655144e-13,-9.614531393253856e-14,1.446256432285426e-16
450000,12.499998203367303,0.0015106196573402716,-1.021405182655144e-13,-9.547918011776346e-14,1.4608787359828332e-16
500000,12.499998023540822,0.0016245816459987182,-1.021405182655144e-13,-9.525713551283843e-14,1.4750609177867076e-16
550000,12.499997843682845,0.0017330522496509446,-1.021405182655144e-13,-9.481304630298837e-14,1.4888276993103283e-16
600000,12.499997663792362,0.0018362966619271583,-1.0191847366058937e-13,-9.43689570931383e-14,1.5022020993076206e-16
650000,12.499997483868222,0.001934567207680927,-1.021405182655144e-13,-9.392486788328824e-14,1.5152055804594763e-16
700000,12.499997303909145,0.002028103986662401,-1.0236256287043943e-13,-9.348077867343818e-14,1.5278581804229065e-16
750000,12.499997123913719,0.002117135468306486,-1.0236256287043943e-13,-9.325873406851315e-14,1.540178629196568e-16
800000,12.499996943880406,0.0022018790384662674,-1.021405182655144e-13,-9.281464485866309e-14,1.5521844545309143e-16
850000,12.499996763807546,0.0022825415749014983,-1.021405182655144e-13,-9.259260025373806e-14,1.5638920768687867e-16
900000,12.499996583693358,0.0023593199293942147,-1.021405182655144e-13,-9.237055564881302e-14,1.575316895088146e-16
950000,12.499996403535938,0.0024324014262023467,-1.021405182655144e-13,-9.214851104388799e-14,1.5864733641277803e-16
1000000,12.499996223333262,0.0025019643395537555,-1.0236256287043943e-13,-9.170442183403793e-14,1.5973750654436657e-16
1050000,12.499996043083183,0.0025681783089374403,-1.021405182655144e-13,-9.14823772291129e-14,1.6080347711038457e-16
1100000,12.499995862783429,0.002631204786887528,-1.0236256287043943e-13,-9.103828801926284e-14,1.618464502226374e-16
1150000,12.499995682431601,0.002691197411482397,-1.0236256287043943e-13,-9.126033262418787e-14,1.6286755823797518e-16
1200000,12.499995502025175,0.002748302397583644,-1.0236256287043943e-13,-9.08162434143378e-14,1.638678686476167e-16
1250000,12.49999532156149,0.0028026589050884547,-1.0236256287043943e-13,-9.059419880941277e-14,1.6484838856295977e-16
1300000,12.499995141037752,0.0028543993585548157,-1.021405182655144e-13,-9.037215420448774e-14,1.658100688395333e-16
1350000,12.499994960451025,0.002903649804262372,-1.021405182655144e-13,-9.037215420448774e-14,1.6675380787492017e-16
